Geneid,SRR21043273,SRR21043512,SRR21043595,SRR21043933,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,2,2,0,3,0,0
ENSG00000127837,228,193,251,227,110,122,128,157
ENSG00000090861,454,354,489,426,167,265,185,246
ENSG00000275700,58,78,68,57,23,29,30,23
ENSG00000085563,10,9,13,12,6,8,3,3
ENSG00000023839,99,58,140,89,44,47,38,58
ENSG00000114770,905,901,1948,725,361,546,408,498
ENSG00000164163,55,34,41,60,23,61,28,41
ENSG00000204574,489,374,380,546,241,325,233,283
ENSG00000161204,22,18,31,18,12,11,8,5
ENSG00000160179,3,7,4,3,1,4,6,1
ENSG00000108846,23,10,29,17,10,17,7,17
ENSG00000118777,225,251,285,274,120,202,131,170
ENSG00000163686,14,14,27,19,13,4,7,13
ENSG00000097007,18,15,17,19,10,13,9,8
ENSG00000115361,3,0,1,0,0,0,0,1
ENSG00000120437,89,76,74,115,44,60,29,32
ENSG00000182827,131,107,94,161,65,85,52,75
ENSG00000102977,29,14,18,27,8,11,7,14
ENSG00000159640,6,8,8,14,3,8,6,7
ENSG00000087085,53,51,88,43,22,18,23,21
ENSG00000131473,187,150,109,250,144,137,141,135
ENSG00000123130,1,3,0,4,0,4,1,1
ENSG00000151726,138,91,64,183,74,121,65,70
ENSG00000075624,914,714,737,1157,657,858,808,759
ENSG00000266920,1,0,0,0,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,291,203,207,318,164,203,171,196
ENSG00000137845,309,299,537,297,205,212,140,226
ENSG00000114948,0,0,1,1,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,497,427,613,471,257,338,267,329
ENSG00000065457,17,20,22,20,8,7,13,12
ENSG00000163050,39,56,55,57,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,15,16,6,15,2,4,8,7
ENSG00000187758,0,1,0,0,0,0,0,0
ENSG00000182551,234,161,203,262,142,200,166,176
ENSG00000156110,624,556,643,610,317,449,317,428
ENSG00000148926,9,10,13,12,8,17,13,7
ENSG00000181915,207,159,228,233,116,172,97,126
ENSG00000163485,6,3,12,3,1,2,4,3
ENSG00000128271,2,0,4,3,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,4,0,1,0,1,2,3,2
ENSG00000173020,113,99,98,97,45,52,52,62
ENSG00000239900,4,0,0,3,0,1,2,0
ENSG00000169129,10,5,3,9,3,6,2,3
