Geneid,SRR21043382,SRR21043736,SRR21043784,SRR21043870,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,0,0,0,3,0,0
ENSG00000127837,223,223,233,138,110,122,128,157
ENSG00000090861,514,602,485,418,167,265,185,246
ENSG00000275700,39,27,26,38,23,29,30,23
ENSG00000085563,0,0,0,0,6,8,3,3
ENSG00000023839,6,11,10,9,44,47,38,58
ENSG00000114770,130,101,112,101,361,546,408,498
ENSG00000164163,72,70,89,82,23,61,28,41
ENSG00000204574,348,396,258,256,241,325,233,283
ENSG00000161204,13,7,11,15,12,11,8,5
ENSG00000160179,1,4,3,4,1,4,6,1
ENSG00000108846,39,32,31,20,10,17,7,17
ENSG00000118777,46,41,43,26,120,202,131,170
ENSG00000163686,10,13,9,7,13,4,7,13
ENSG00000097007,25,26,22,16,10,13,9,8
ENSG00000115361,1,2,0,0,0,0,0,1
ENSG00000120437,24,24,27,21,44,60,29,32
ENSG00000182827,179,272,196,162,65,85,52,75
ENSG00000102977,25,32,20,13,8,11,7,14
ENSG00000159640,19,21,16,14,3,8,6,7
ENSG00000087085,96,87,68,97,22,18,23,21
ENSG00000131473,51,37,38,24,144,137,141,135
ENSG00000123130,4,7,2,0,0,4,1,1
ENSG00000151726,75,100,79,69,74,121,65,70
ENSG00000075624,297,237,262,219,657,858,808,759
ENSG00000266920,0,1,0,0,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,203,187,174,155,164,203,171,196
ENSG00000137845,147,160,103,103,205,212,140,226
ENSG00000114948,0,0,0,0,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,152,137,116,75,257,338,267,329
ENSG00000065457,3,2,10,3,8,7,13,12
ENSG00000163050,24,23,12,24,25,33,34,31
ENSG00000155897,1,0,0,0,0,0,0,0
ENSG00000162104,0,1,8,4,2,4,8,7
ENSG00000187758,0,0,0,1,0,0,0,0
ENSG00000182551,50,88,73,50,142,200,166,176
ENSG00000156110,408,408,363,301,317,449,317,428
ENSG00000148926,181,195,209,195,8,17,13,7
ENSG00000181915,147,135,94,105,116,172,97,126
ENSG00000163485,5,3,2,4,1,2,4,3
ENSG00000128271,5,16,15,11,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,1,0,0,0,1,2,3,2
ENSG00000173020,59,72,61,54,45,52,52,62
ENSG00000239900,0,2,4,1,0,1,2,0
ENSG00000169129,2,2,0,0,3,6,2,3
ENSG00000183077,51,69,63,45,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,2,11,12,4,26,41,35,47
ENSG00000169692,74,71,54,56,77,95,72,90
ENSG00000138678,20,22,15,19,14,17,7,12
ENSG00000188157,724,609,520,470,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,0,0,0,0,0,2,0,1
ENSG00000177674,42,55,66,40,32,34,21,28
ENSG00000156709,143,163,95,112,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,98,135,82,76,28,40,32,38
ENSG00000105127,304,266,245,193,196,304,181,232
ENSG00000011243,36,45,24,28,8,24,12,14
ENSG00000085662,5,3,0,1,0,0,1,0
ENSG00000187134,9,15,14,15,6,8,2,4
ENSG00000196139,72,99,115,82,111,136,158,112
ENSG00000122787,1,0,0,0,0,1,5,0
ENSG00000142208,1034,735,659,682,2074,2868,1990,2424
ENSG00000105221,45,43,32,34,17,29,15,20
ENSG00000117020,0,0,0,0,0,0,0,1
ENSG00000163631,0,1,0,0,0,0,0,0
ENSG00000059573,7,3,9,8,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,9,8,8,13,2,3,0,3
ENSG00000159423,13,6,6,13,42,47,48,51
ENSG00000164904,2,0,1,0,1,0,0,0
ENSG00000143149,22,27,22,16,39,50,42,45
ENSG00000149925,3272,3548,2966,2755,1477,2045,1145,1703
ENSG00000109107,4,8,14,8,7,7,4,9
ENSG00000253710,48,77,49,69,19,49,35,33
ENSG00000159063,0,3,0,3,3,4,2,4
ENSG00000162551,1,1,0,0,0,0,2,0
ENSG00000123505,437,450,448,371,99,170,100,138
ENSG00000162066,163,142,138,131,73,160,102,131
ENSG00000144233,76,75,83,66,49,64,58,78
ENSG00000243480,1,1,0,2,1,3,2,4
ENSG00000214174,9,2,9,6,7,17,10,8
ENSG00000153107,79,95,75,70,52,99,47,92
ENSG00000141552,37,37,25,21,11,30,13,20
ENSG00000089053,650,503,452,350,820,1147,788,912
ENSG00000088448,823,759,636,565,442,576,386,556
ENSG00000132466,8,9,7,2,8,5,7,5
ENSG00000215559,2,3,1,2,2,5,2,8
ENSG00000251056,19,23,27,13,22,36,27,23
ENSG00000206192,3,0,0,0,0,0,2,0
ENSG00000105186,175,174,152,116,118,174,88,116
ENSG00000196912,16,14,12,25,7,18,16,14
ENSG00000160746,33,56,30,35,59,82,44,76
ENSG00000164111,1367,1448,1366,1092,442,636,404,602
ENSG00000138279,171,163,139,134,145,152,153,172
ENSG00000166747,110,120,83,98,64,110,107,70
ENSG00000106367,909,779,610,690,507,714,582,571
ENSG00000183020,4,10,5,4,12,8,11,7
ENSG00000161203,9,9,2,7,5,13,14,11
ENSG00000132842,82,49,46,38,97,107,103,94
ENSG00000221838,48,51,24,33,22,40,32,25
ENSG00000011132,40,33,40,39,10,20,9,17
ENSG00000163697,27,26,24,22,143,186,161,177
ENSG00000171388,0,0,0,0,0,0,1,1
ENSG00000110244,0,0,0,5,0,1,1,1
ENSG00000239713,0,0,0,0,0,1,1,0
ENSG00000110245,0,0,0,0,0,0,0,0
ENSG00000189058,8,15,10,9,85,80,71,69
ENSG00000130203,0,1,1,1,0,2,1,0
ENSG00000184831,34,43,27,25,34,44,23,30
ENSG00000256053,412,328,273,250,292,447,247,383
ENSG00000142192,174,220,226,190,234,432,210,362
ENSG00000062725,2430,2440,2224,1988,2002,2996,2263,2718
ENSG00000157500,2,2,0,1,1,2,4,8
ENSG00000165272,14,15,30,19,8,12,18,9
ENSG00000086159,0,0,0,1,0,1,0,0
ENSG00000103569,0,0,0,0,0,0,0,0
ENSG00000109321,64,42,45,46,40,51,28,32
ENSG00000143761,56,49,74,48,31,74,52,44
ENSG00000004059,5,14,8,13,10,20,12,16
ENSG00000101199,209,223,197,167,122,165,128,142
ENSG00000242247,107,107,92,83,25,50,30,33
ENSG00000124198,329,308,276,233,123,227,165,165
ENSG00000132254,117,94,121,96,52,91,53,71
ENSG00000134884,215,211,166,125,252,282,208,265
ENSG00000175220,17,23,13,13,18,26,22,22
ENSG00000147256,0,0,0,0,0,0,0,0
ENSG00000196914,156,151,158,136,205,317,206,273
ENSG00000116584,131,130,131,115,26,24,19,21
ENSG00000129675,0,0,0,0,0,0,0,0
ENSG00000131089,52,60,55,34,44,53,49,66
ENSG00000054267,236,257,212,184,175,285,224,272
ENSG00000182196,418,280,244,261,290,466,254,370
ENSG00000144746,113,144,114,110,101,135,102,117
ENSG00000241553,8,8,13,9,6,23,20,11
ENSG00000162704,30,34,31,38,42,60,46,50
ENSG00000136950,314,351,327,213,185,212,155,199
ENSG00000128989,374,352,397,279,188,220,225,232
ENSG00000157399,0,0,0,0,0,0,0,0
ENSG00000104763,9,11,3,11,33,33,26,36
ENSG00000102048,2,0,0,0,20,31,20,22
ENSG00000112249,259,238,221,192,153,201,156,180
ENSG00000198356,185,146,137,136,76,115,63,87
ENSG00000066279,1,0,0,1,1,3,0,0
ENSG00000106819,0,1,0,1,2,2,1,2
ENSG00000123268,4,0,10,4,4,7,1,9
ENSG00000162772,9,31,16,15,4,7,7,13
ENSG00000169136,83,72,58,55,78,89,64,94
ENSG00000118217,74,64,72,51,47,58,31,58
ENSG00000213676,168,201,145,133,159,194,137,179
ENSG00000144848,213,185,166,157,137,188,148,173
ENSG00000138363,64,58,45,63,107,104,95,96
ENSG00000166454,136,160,133,116,137,158,113,139
ENSG00000145246,0,0,1,0,0,0,0,0
ENSG00000058063,114,79,70,62,73,91,63,93
ENSG00000143153,98,88,73,54,255,384,228,298
ENSG00000017260,315,385,322,252,114,244,182,159
ENSG00000165629,2369,2095,1716,1513,2075,2860,1706,2449
ENSG00000099624,38,51,32,30,40,63,61,51
ENSG00000135390,1227,1127,1017,844,676,986,646,857
ENSG00000154518,156,166,142,132,223,241,182,223
ENSG00000167863,1119,1027,869,751,969,1311,850,1100
ENSG00000169020,1741,1285,1076,942,1077,1396,858,1163
ENSG00000241468,95,127,114,97,131,199,219,172
ENSG00000106246,18,13,12,5,12,8,3,2
ENSG00000241837,471,495,423,347,420,660,417,620
ENSG00000125375,13,12,10,13,17,30,19,21
ENSG00000033627,2,0,4,2,7,2,2,4
ENSG00000117410,9,7,12,9,8,10,10,10
ENSG00000185883,300,282,291,193,271,343,318,264
ENSG00000159720,1273,1092,976,812,820,1106,645,919
ENSG00000100554,560,528,399,372,319,471,273,425
ENSG00000066427,215,203,194,170,120,172,122,165
ENSG00000087586,26,14,15,15,12,18,16,14
ENSG00000178999,29,9,11,8,21,16,15,18
ENSG00000155096,169,145,178,128,47,98,63,86
ENSG00000166710,635,590,463,412,295,354,168,288
ENSG00000183778,2,10,3,3,33,43,48,25
ENSG00000109956,0,0,0,0,0,0,0,0
ENSG00000174684,0,0,1,0,0,0,0,0
ENSG00000086062,4,0,5,1,4,3,2,4
ENSG00000158470,22,28,23,7,6,5,5,4
ENSG00000027847,120,71,57,51,84,91,68,85
ENSG00000136881,5,2,5,0,2,2,1,5
ENSG00000186318,44,46,32,18,34,43,28,36
ENSG00000182240,6,7,1,7,9,8,8,3
ENSG00000002330,5,3,6,6,2,2,6,0
ENSG00000151929,837,1036,1061,757,204,258,211,274
ENSG00000204463,207,247,267,193,205,322,226,257
ENSG00000030110,8,5,12,6,6,9,8,6
ENSG00000095739,592,701,636,498,1120,1509,1147,1407
ENSG00000175334,119,110,90,65,113,143,74,93
ENSG00000105327,1897,1777,1805,1401,479,831,515,715
ENSG00000185825,418,397,366,290,277,382,259,317
ENSG00000105552,14,8,7,4,15,17,11,10
ENSG00000127152,20,33,34,37,15,16,20,19
ENSG00000171791,0,2,0,1,8,19,14,11
ENSG00000171552,717,590,438,443,635,985,684,824
ENSG00000153094,291,253,228,224,300,410,289,391
ENSG00000099968,294,276,241,277,123,202,148,158
ENSG00000129473,54,58,68,57,45,45,37,53
ENSG00000258643,57,29,54,27,26,33,28,23
ENSG00000069399,449,462,355,315,135,233,200,196
ENSG00000106635,10,29,19,13,13,19,11,20
ENSG00000161267,12,12,16,20,18,32,21,11
ENSG00000176697,1,0,0,0,0,0,0,0
ENSG00000126581,57,95,65,53,75,80,70,73
ENSG00000134107,157,204,181,159,42,58,47,36
ENSG00000015475,75,64,80,42,134,210,114,178
ENSG00000110330,19,16,20,15,21,33,17,35
ENSG00000089685,3,0,0,0,2,4,0,2
ENSG00000197299,8,3,4,4,17,30,24,34
ENSG00000108578,13,11,9,10,6,7,8,10
ENSG00000095585,26,28,19,14,219,315,212,253
ENSG00000135441,17,13,12,14,49,49,48,54
ENSG00000186222,11,14,15,6,13,21,21,25
ENSG00000106605,26,44,46,36,39,82,83,69
ENSG00000168283,408,464,471,342,615,981,549,855
ENSG00000125378,25,17,14,17,14,25,10,15
ENSG00000104765,217,279,287,216,119,158,125,130
ENSG00000261236,5,6,1,3,1,5,1,1
ENSG00000012048,2,1,2,1,3,2,1,6
ENSG00000141867,282,267,204,209,79,124,118,126
ENSG00000184992,24,49,29,33,36,47,27,51
ENSG00000172270,388,345,313,245,483,700,587,620
ENSG00000064726,755,846,561,575,570,1019,642,842
ENSG00000132640,180,194,183,145,115,150,146,155
ENSG00000010671,0,0,0,0,0,0,0,0
ENSG00000186470,2,8,2,0,0,0,1,1
ENSG00000156970,1,4,3,1,6,6,10,5
ENSG00000112578,55,66,50,38,44,73,49,57
ENSG00000136261,100,111,84,65,92,124,74,104
,4261,4260,3946,3683,4011,5835,4502,5144
ENSG00000166275,12,13,11,15,98,153,114,129
ENSG00000175573,15,22,29,28,11,21,24,20
ENSG00000151135,97,93,105,75,34,72,45,48
ENSG00000133641,1,1,3,7,1,1,0,0
ENSG00000078237,1367,1115,966,942,531,692,451,650
ENSG00000111678,151,158,183,146,78,104,65,96
ENSG00000179933,560,575,430,383,302,395,239,313
ENSG00000170270,7,4,4,5,8,5,16,9
ENSG00000087302,1325,1174,1011,904,768,1044,716,949
ENSG00000070761,75,52,47,46,35,62,49,47
ENSG00000177576,229,167,146,136,231,337,225,291
ENSG00000214212,9,18,2,6,3,5,3,4
ENSG00000123144,627,523,523,435,642,803,573,691
ENSG00000183019,0,0,0,0,0,0,0,0
ENSG00000174917,15,13,5,13,2,2,4,4
ENSG00000221916,7,15,16,11,10,16,8,10
ENSG00000197223,4,7,10,10,10,13,11,8
ENSG00000143633,146,133,83,84,131,238,143,165
ENSG00000143612,1027,1196,1151,855,679,1076,778,981
ENSG00000173372,0,0,0,0,0,0,0,0
ENSG00000159403,0,0,0,0,0,2,1,0
ENSG00000243649,34,53,37,24,12,17,5,13
ENSG00000157617,6,8,12,3,5,14,6,8
ENSG00000172375,3,2,0,0,1,1,6,2
ENSG00000111731,31,27,19,23,63,104,73,83
ENSG00000186825,0,0,0,0,0,0,0,2
ENSG00000186132,18,23,18,19,9,18,17,13
ENSG00000125730,1,1,0,0,0,0,0,1
ENSG00000106804,5,3,0,0,8,8,4,12
ENSG00000185127,154,123,146,120,163,211,118,191
ENSG00000204387,5007,4657,3906,3595,684,1021,639,926
ENSG00000112308,878,944,870,737,608,834,571,704
ENSG00000185955,15,14,16,14,1,6,0,0
ENSG00000074410,99,99,69,87,181,264,180,234
ENSG00000104267,34,26,29,36,25,39,26,29
ENSG00000107159,0,1,0,0,0,0,0,2
ENSG00000135932,186,191,196,150,376,551,373,469
ENSG00000196557,162,169,114,133,144,197,229,208
ENSG00000007402,34,20,17,20,4,9,2,4
ENSG00000116161,17,37,44,22,18,38,22,27
ENSG00000198668,103,135,130,102,75,103,61,82
ENSG00000143933,177,138,140,132,169,229,160,188
ENSG00000160014,8,3,8,5,4,0,3,1
ENSG00000179218,1120,1131,762,784,693,885,655,759
ENSG00000128595,18,15,9,16,7,14,5,7
ENSG00000070808,0,0,0,0,1,0,0,0
ENSG00000118200,216,271,213,190,147,239,175,164
ENSG00000171302,32,33,21,19,19,51,42,29
ENSG00000014216,84,66,76,59,75,131,89,167
ENSG00000126247,409,296,266,244,334,462,359,420
ENSG00000108349,4,3,7,5,6,2,6,0
ENSG00000147044,92,79,87,81,85,114,63,71
ENSG00000137752,0,0,0,0,0,0,0,0
ENSG00000003400,0,1,0,0,2,1,0,0
ENSG00000106144,67,74,65,60,79,122,102,116
ENSG00000164305,29,42,37,37,26,23,16,30
ENSG00000165806,195,212,209,157,54,94,63,91
ENSG00000064012,175,175,143,123,89,93,77,80
ENSG00000132906,16,26,15,12,44,34,35,41
ENSG00000121691,34,21,31,14,61,82,51,83
ENSG00000114423,43,45,59,50,56,59,53,58
ENSG00000159228,142,188,167,124,159,195,176,202
ENSG00000159231,37,36,30,17,20,23,8,14
ENSG00000172785,968,1047,822,742,790,1060,814,943
ENSG00000183741,583,539,467,422,375,591,464,523
ENSG00000181378,0,0,0,0,0,0,0,0
ENSG00000103021,5,8,3,2,7,8,5,4
ENSG00000104957,15,51,34,16,11,18,10,11
ENSG00000165813,0,2,1,0,0,0,0,0
ENSG00000173093,24,29,21,35,27,61,36,48
ENSG00000175602,117,80,68,67,73,85,51,75
ENSG00000110104,4,10,5,3,3,4,5,0
ENSG00000119242,20,28,28,23,50,68,47,65
ENSG00000108691,1,0,0,0,0,0,0,0
ENSG00000277632,0,0,0,0,1,0,0,0
ENSG00000275302,0,0,0,0,0,0,0,0
ENSG00000145386,5,3,8,4,13,42,16,21
ENSG00000134057,69,65,51,51,33,70,47,56
ENSG00000100814,175,217,162,144,32,60,41,58
ENSG00000157456,37,9,19,23,31,36,26,28
ENSG00000147082,0,0,0,0,0,0,0,0
ENSG00000110092,4,12,6,11,18,34,23,38
ENSG00000118971,0,0,0,2,0,0,0,0
ENSG00000166946,93,98,80,64,105,152,92,132
ENSG00000105173,5,11,8,12,7,7,6,7
ENSG00000175305,14,10,12,10,9,19,17,17
ENSG00000162063,12,20,6,5,12,18,13,13
ENSG00000113328,588,536,473,412,373,540,340,449
ENSG00000163660,140,162,147,151,40,45,43,53
ENSG00000221978,368,323,269,252,432,707,531,644
ENSG00000152669,9,4,10,8,11,16,14,8
ENSG00000121797,0,0,0,0,1,1,4,2
ENSG00000166226,151,199,149,135,99,128,100,124
ENSG00000163468,241,275,261,191,155,200,109,186
ENSG00000150637,0,0,0,0,0,0,0,0
ENSG00000169217,6,22,21,14,10,8,17,9
ENSG00000167775,13,17,13,5,12,25,18,11
ENSG00000167286,1,1,0,0,2,0,1,3
ENSG00000010610,0,0,0,0,0,0,0,0
ENSG00000101017,0,0,0,0,0,0,0,0
ENSG00000026508,171,225,186,162,54,58,42,46
ENSG00000117335,149,151,136,117,259,360,246,295
ENSG00000196352,751,753,641,546,412,776,425,626
ENSG00000116815,707,674,606,563,571,894,589,754
ENSG00000110848,0,0,0,0,0,0,1,2
ENSG00000019582,0,0,3,1,0,3,0,2
ENSG00000153563,18,15,10,20,3,1,5,7
ENSG00000123146,20,26,16,20,7,16,13,12
