Geneid,SRR21043689,SRR21043716,SRR21043748,SRR21043834,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,0,0,0,3,0,0
ENSG00000127837,218,188,200,164,110,122,128,157
ENSG00000090861,303,256,282,222,167,265,185,246
ENSG00000275700,54,35,38,39,23,29,30,23
ENSG00000085563,7,8,8,6,6,8,3,3
ENSG00000023839,101,48,66,45,44,47,38,58
ENSG00000114770,736,523,660,535,361,546,408,498
ENSG00000164163,30,59,32,38,23,61,28,41
ENSG00000204574,341,310,398,330,241,325,233,283
ENSG00000161204,20,14,16,21,12,11,8,5
ENSG00000160179,6,4,3,2,1,4,6,1
ENSG00000108846,17,4,13,15,10,17,7,17
ENSG00000118777,271,202,225,180,120,202,131,170
ENSG00000163686,13,10,13,9,13,4,7,13
ENSG00000097007,14,13,30,11,10,13,9,8
ENSG00000115361,0,1,0,0,0,0,0,1
ENSG00000120437,68,47,67,47,44,60,29,32
ENSG00000182827,93,93,102,83,65,85,52,75
ENSG00000102977,11,14,18,15,8,11,7,14
ENSG00000159640,2,3,4,3,3,8,6,7
ENSG00000087085,25,13,36,18,22,18,23,21
ENSG00000131473,159,160,157,158,144,137,141,135
ENSG00000123130,1,3,4,2,0,4,1,1
ENSG00000151726,97,82,90,83,74,121,65,70
ENSG00000075624,761,661,644,569,657,858,808,759
ENSG00000266920,1,0,0,0,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,175,196,223,178,164,203,171,196
ENSG00000137845,218,193,186,164,205,212,140,226
ENSG00000114948,1,1,0,1,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,431,284,364,315,257,338,267,329
ENSG00000065457,12,15,14,16,8,7,13,12
ENSG00000163050,44,33,49,40,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,17,9,9,6,2,4,8,7
ENSG00000187758,0,0,1,0,0,0,0,0
ENSG00000182551,147,206,205,196,142,200,166,176
ENSG00000156110,554,446,486,432,317,449,317,428
ENSG00000148926,13,14,9,4,8,17,13,7
ENSG00000181915,154,127,185,118,116,172,97,126
ENSG00000163485,3,7,7,7,1,2,4,3
ENSG00000128271,2,3,2,1,1,0,4,3
ENSG00000120907,0,0,0,1,0,0,0,2
ENSG00000169252,0,0,1,1,1,2,3,2
ENSG00000173020,98,78,81,65,45,52,52,62
ENSG00000239900,1,1,2,4,0,1,2,0
ENSG00000169129,4,4,6,4,3,6,2,3
ENSG00000183077,43,19,33,31,21,28,15,18
ENSG00000081051,0,1,0,0,0,0,0,0
ENSG00000162688,59,33,74,45,26,41,35,47
ENSG00000169692,112,109,135,102,77,95,72,90
ENSG00000138678,12,12,12,10,14,17,7,12
ENSG00000188157,1114,945,1023,1016,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,0,0,1,1,0,2,0,1
ENSG00000177674,32,32,34,30,32,34,21,28
ENSG00000156709,223,171,222,213,144,214,139,162
ENSG00000163568,0,0,0,1,0,0,0,0
ENSG00000197976,53,58,49,21,28,40,32,38
ENSG00000105127,294,208,292,206,196,304,181,232
ENSG00000011243,25,9,24,30,8,24,12,14
ENSG00000085662,2,1,0,3,0,0,1,0
ENSG00000187134,4,4,2,0,6,8,2,4
ENSG00000196139,125,150,176,124,111,136,158,112
ENSG00000122787,4,2,1,3,0,1,5,0
ENSG00000142208,3018,2545,2610,2413,2074,2868,1990,2424
ENSG00000105221,33,22,21,15,17,29,15,20
ENSG00000117020,0,0,0,0,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,8,6,10,10,4,14,14,14
ENSG00000165092,0,0,0,1,0,0,0,0
ENSG00000111275,3,3,0,3,2,3,0,3
ENSG00000159423,69,58,84,42,42,47,48,51
ENSG00000164904,0,1,0,0,1,0,0,0
ENSG00000143149,50,62,64,53,39,50,42,45
ENSG00000149925,1958,1535,1819,1472,1477,2045,1145,1703
ENSG00000109107,10,8,10,2,7,7,4,9
ENSG00000253710,65,55,44,43,19,49,35,33
ENSG00000159063,5,5,5,4,3,4,2,4
ENSG00000162551,0,0,0,0,0,0,2,0
ENSG00000123505,141,139,154,122,99,170,100,138
ENSG00000162066,141,113,136,113,73,160,102,131
ENSG00000144233,84,82,97,56,49,64,58,78
ENSG00000243480,1,3,0,5,1,3,2,4
ENSG00000214174,6,3,6,8,7,17,10,8
ENSG00000153107,91,69,112,94,52,99,47,92
ENSG00000141552,32,33,27,17,11,30,13,20
ENSG00000089053,1305,1025,1188,953,820,1147,788,912
ENSG00000088448,654,480,600,527,442,576,386,556
ENSG00000132466,7,17,12,12,8,5,7,5
ENSG00000215559,8,0,4,7,2,5,2,8
ENSG00000251056,26,33,29,32,22,36,27,23
ENSG00000206192,1,0,0,4,0,0,2,0
ENSG00000105186,171,152,154,112,118,174,88,116
ENSG00000196912,11,21,8,18,7,18,16,14
ENSG00000160746,132,75,107,91,59,82,44,76
ENSG00000164111,496,604,600,586,442,636,404,602
ENSG00000138279,170,207,198,179,145,152,153,172
ENSG00000166747,118,132,115,91,64,110,107,70
ENSG00000106367,909,890,934,746,507,714,582,571
ENSG00000183020,7,7,11,8,12,8,11,7
ENSG00000161203,17,15,19,11,5,13,14,11
ENSG00000132842,154,131,143,108,97,107,103,94
ENSG00000221838,38,33,41,32,22,40,32,25
ENSG00000011132,19,14,21,11,10,20,9,17
ENSG00000163697,169,146,177,128,143,186,161,177
ENSG00000171388,0,0,0,0,0,0,1,1
ENSG00000110244,0,0,1,0,0,1,1,1
ENSG00000239713,0,0,0,0,0,1,1,0
ENSG00000110245,0,0,0,0,0,0,0,0
ENSG00000189058,44,50,62,56,85,80,71,69
ENSG00000130203,0,0,2,0,0,2,1,0
ENSG00000184831,64,55,65,40,34,44,23,30
ENSG00000256053,435,316,416,317,292,447,247,383
ENSG00000142192,283,299,344,296,234,432,210,362
ENSG00000062725,2885,2516,3034,2330,2002,2996,2263,2718
ENSG00000157500,6,2,3,5,1,2,4,8
ENSG00000165272,13,14,14,14,8,12,18,9
ENSG00000086159,0,0,0,3,0,1,0,0
ENSG00000103569,0,0,1,0,0,0,0,0
ENSG00000109321,60,59,65,49,40,51,28,32
ENSG00000143761,47,55,40,48,31,74,52,44
ENSG00000004059,11,11,16,18,10,20,12,16
ENSG00000101199,152,118,158,133,122,165,128,142
ENSG00000242247,45,40,42,45,25,50,30,33
ENSG00000124198,232,207,197,188,123,227,165,165
ENSG00000132254,52,75,85,80,52,91,53,71
ENSG00000134884,186,263,242,266,252,282,208,265
ENSG00000175220,29,20,22,15,18,26,22,22
ENSG00000147256,2,2,1,1,0,0,0,0
ENSG00000196914,288,228,284,246,205,317,206,273
ENSG00000116584,43,33,42,23,26,24,19,21
ENSG00000129675,0,0,0,0,0,0,0,0
ENSG00000131089,87,63,74,77,44,53,49,66
ENSG00000054267,339,246,339,287,175,285,224,272
ENSG00000182196,389,335,437,371,290,466,254,370
ENSG00000144746,179,149,197,175,101,135,102,117
ENSG00000241553,23,20,24,24,6,23,20,11
ENSG00000162704,43,37,39,44,42,60,46,50
ENSG00000136950,308,254,275,240,185,212,155,199
ENSG00000128989,162,238,229,212,188,220,225,232
ENSG00000157399,0,0,0,0,0,0,0,0
