"gene","stat"
"ENSG00000174827",3.33026527612589
"ENSG00000196208",3.02782477366035
"ENSG00000174748",2.97639630793866
"ENSG00000185697",2.9518073197096
"ENSG00000082175",2.73109690824578
"ENSG00000131747",2.59690148474605
"ENSG00000161888",2.46134011116247
"ENSG00000124749",2.42702536645471
"ENSG00000088325",2.41989942480844
"ENSG00000112984",2.41094137530555
"ENSG00000024526",2.39534826012288
"ENSG00000069188",2.33877798437093
"ENSG00000142945",2.32003557641006
"ENSG00000127564",2.28083257899272
"ENSG00000183856",2.25765221947643
"ENSG00000152253",2.25509352661364
"ENSG00000126787",2.24697931819998
"ENSG00000111665",2.20673684931024
"ENSG00000157600",2.1848845158739
"ENSG00000169679",2.17128281957861
"ENSG00000107819",2.15621394905087
"ENSG00000196550",2.14409539044093
"ENSG00000118193",2.11515684460201
"ENSG00000156398",2.06926607166356
"ENSG00000138160",2.05089075118459
"ENSG00000100526",2.04609225475227
"ENSG00000109805",2.04588905283572
"ENSG00000135549",2.03553482340674
"ENSG00000170312",2.02256227506826
"ENSG00000109321",1.99083022984164
"ENSG00000068489",1.96898155838043
"ENSG00000138180",1.96833333745855
"ENSG00000189057",1.95394804381684
"ENSG00000117724",1.93773446956374
"ENSG00000102384",1.93563294483009
"ENSG00000160182",1.92793858217513
"ENSG00000168393",1.90587588387458
"ENSG00000011426",1.8795191649167
"ENSG00000198826",1.86471234866255
"ENSG00000171848",1.85383354927856
"ENSG00000122966",1.83395406108753
"ENSG00000137812",1.82695944215475
"ENSG00000169607",1.82237107515726
"ENSG00000145386",1.81554949727119
"ENSG00000165304",1.8036416145559
"ENSG00000171241",1.7967793121081
"ENSG00000132554",1.79524897318237
"ENSG00000144554",1.79380135652133
"ENSG00000137804",1.77836796974971
"ENSG00000140534",1.77584069213221
"ENSG00000198901",1.77492768809939
"ENSG00000148773",1.75559851823198
"ENSG00000072571",1.74633590333973
"ENSG00000137573",1.72445268990116
"ENSG00000130045",1.72438198790598
"ENSG00000129195",1.7240371072623
"ENSG00000277775",1.72294468639127
"ENSG00000108352",1.72212398415521
"ENSG00000184357",1.71561035063177
"ENSG00000131153",1.71337992622303
"ENSG00000102362",1.70662945011755
"ENSG00000138778",1.70466795868003
"ENSG00000178999",1.69914081227038
"ENSG00000065328",1.66861528653552
"ENSG00000263513",1.66291753305309
"ENSG00000122884",1.65492905611486
"ENSG00000117650",1.65279126711205
"ENSG00000143476",1.63028495646632
"ENSG00000185567",1.624868439587
"ENSG00000128944",1.60749117345903
"ENSG00000105983",1.60481175146946
"ENSG00000092470",1.58545658739263
"ENSG00000177721",1.56153044508754
"ENSG00000118513",1.56094145091464
"ENSG00000087586",1.55762727326412
"ENSG00000183763",1.55441885884114
"ENSG00000112029",1.55088496328624
"ENSG00000013810",1.54913548863919
"ENSG00000113369",1.527489151791
"ENSG00000123219",1.52485715622672
"ENSG00000123416",1.52098652561423
"ENSG00000147041",1.51791289228829
"ENSG00000278272",1.51728421020656
"ENSG00000116678",1.51314953624696
"ENSG00000121152",1.50831080158868
"ENSG00000144452",1.50732280719881
"ENSG00000284906",1.50614789704492
"ENSG00000237649",1.50387109130848
"ENSG00000119397",1.49332029609799
"ENSG00000197977",1.48630998742797
"ENSG00000076382",1.48604384249731
"ENSG00000143126",1.48212308396748
"ENSG00000164128",1.4818386924565
"ENSG00000278318",1.46667829687619
"ENSG00000134057",1.46171983724472
"ENSG00000148143",1.45568502437098
"ENSG00000163638",1.44847414005863
"ENSG00000166004",1.43592402432287
"ENSG00000076555",1.43499543311061
"ENSG00000187741",1.4333541047655
"ENSG00000064205",1.43320869278449
"ENSG00000278637",1.42743866741961
"ENSG00000174945",1.42492933600116
"ENSG00000136982",1.42401459922989
"ENSG00000151725",1.42170692729144
"ENSG00000100580",1.41961375119812
"ENSG00000203760",1.41895962510306
"ENSG00000104147",1.41682245291063
"ENSG00000147536",1.41620856091439
"ENSG00000119403",1.41508711356943
"ENSG00000156802",1.41226774124445
"ENSG00000113368",1.41060732939116
"ENSG00000157456",1.40715365128997
"ENSG00000184270",1.40397626578231
"ENSG00000111799",1.4028766475943
"ENSG00000112562",1.39089778025081
"ENSG00000274267",1.38664412460964
"ENSG00000165731",1.37715678774201
"ENSG00000175920",1.37460810941278
"ENSG00000254087",1.35106093241349
"ENSG00000137807",1.34759791410445
"ENSG00000052795",1.33683332745414
"ENSG00000166851",1.33436211523913
"ENSG00000273045",1.33261704037223
"ENSG00000197299",1.32913551643534
"ENSG00000155850",1.32532614805972
"ENSG00000066027",1.32528626005961
"ENSG00000174780",1.32046439538633
"ENSG00000174501",1.31581499371763
"ENSG00000275221",1.31069222730196
"ENSG00000151835",1.30344711042591
"ENSG00000143228",1.3023443721756
"ENSG00000107562",1.30079569341805
"ENSG00000174371",1.29675793833662
"ENSG00000105948",1.29671671042559
"ENSG00000164104",1.29621450804002
"ENSG00000173207",1.29404173083385
"ENSG00000163808",1.29171180104819
"ENSG00000278677",1.28406082521837
"ENSG00000204540",1.27343924368768
"ENSG00000004948",1.26901086422732
"ENSG00000142731",1.26198565913246
"ENSG00000196584",1.26084265734184
"ENSG00000120725",1.25876397483235
"ENSG00000159259",1.25769577477163
"ENSG00000064309",1.25404349899322
"ENSG00000168461",1.25148504495041
"ENSG00000128951",1.25032835092086
"ENSG00000168876",1.24999608687302
"ENSG00000158169",1.24495521168366
"ENSG00000121957",1.24176936123131
"ENSG00000139354",1.23372029855983
"ENSG00000155792",1.22045761448182
"ENSG00000143847",1.21587102763261
"ENSG00000040275",1.21156690670546
"ENSG00000122140",1.20736537540355
"ENSG00000137563",1.2044241866466
"ENSG00000094804",1.20277552583699
"ENSG00000100097",1.20112647245442
"ENSG00000215271",1.19671109714958
"ENSG00000196912",1.19656311698889
"ENSG00000111907",1.1886114105617
"ENSG00000174442",1.18781995753429
"ENSG00000005448",1.18573722567181
"ENSG00000267041",1.18475325301837
"ENSG00000167397",1.18380366527002
"ENSG00000154328",1.17929360715542
"ENSG00000153044",1.17884940023318
"ENSG00000145555",1.1727321892715
"ENSG00000277157",1.1673321309871
"ENSG00000166451",1.1663333321399
"ENSG00000196748",1.16510146649881
"ENSG00000076242",1.16418970625161
"ENSG00000009830",1.16289722761097
"ENSG00000121211",1.1622747358417
"ENSG00000116473",1.16167138849762
"ENSG00000134533",1.15996426156687
"ENSG00000141753",1.15491073750353
"ENSG00000196396",1.15256675952118
"ENSG00000178295",1.14868141197659
"ENSG00000270231",1.1455387186962
"ENSG00000170946",1.14553204497818
"ENSG00000167513",1.14357606058792
"ENSG00000182774",1.14354328837978
"ENSG00000175322",1.14148935699207
"ENSG00000100814",1.14102226480609
"ENSG00000108854",1.14058464748349
"ENSG00000204498",1.13949603729586
"ENSG00000062282",1.13901210733959
"ENSG00000163644",1.13521932206951
"ENSG00000096968",1.13514769121787
"ENSG00000090006",1.13483501299264
"ENSG00000164611",1.13281460065661
"ENSG00000130558",1.13277402264917
"ENSG00000183840",1.12693161706958
"ENSG00000171608",1.12619778776403
"ENSG00000276368",1.12260661802776
"ENSG00000197329",1.1217521467165
"ENSG00000134830",1.10793172970949
"ENSG00000163507",1.09725598547015
"ENSG00000185130",1.09331206886252
"ENSG00000177200",1.09186135387229
"ENSG00000166881",1.08962786612
"ENSG00000189007",1.08849883710166
"ENSG00000128311",1.08388603610017
"ENSG00000168496",1.07868082406432
"ENSG00000144290",1.07839883283894
"ENSG00000166965",1.07166925220984
"ENSG00000007264",1.07132523463878
"ENSG00000156535",1.0709114980823
"ENSG00000149554",1.06905523260308
"ENSG00000149308",1.06802309586801
"ENSG00000134333",1.06797003348492
"ENSG00000140526",1.06718026507576
"ENSG00000253731",1.06711717659006
"ENSG00000000460",1.06396429990038
"ENSG00000136731",1.06379719621796
"ENSG00000144395",1.06186398318073
"ENSG00000176715",1.06008517966624
"ENSG00000132436",1.05995952558377
"ENSG00000100583",1.05953854145267
"ENSG00000076003",1.05138868439641
"ENSG00000183779",1.05120049150024
"ENSG00000173221",1.0497213488653
"ENSG00000198929",1.04903562520094
"ENSG00000146574",1.04858779360422
"ENSG00000165244",1.04739434364648
"ENSG00000103257",1.04662693219532
"ENSG00000236334",1.04042507702462
"ENSG00000116062",1.0359200021907
"ENSG00000141664",1.03353486027058
"ENSG00000166323",1.02959231973284
"ENSG00000222014",1.02703910913207
"ENSG00000167004",1.02288125536881
"ENSG00000170500",1.02240606037368
"ENSG00000214193",1.01765229815288
"ENSG00000186868",1.0159134183147
"ENSG00000261934",1.01460824156642
"ENSG00000213185",1.01411114667733
"ENSG00000102781",1.01358339221318
"ENSG00000143479",1.01300597541063
"ENSG00000166780",1.01163958709859
"ENSG00000214274",1.00771278848609
"ENSG00000106772",1.00670340402306
"ENSG00000117984",1.00602785500656
"ENSG00000261609",1.00547230993751
"ENSG00000248905",1.00491726346045
"ENSG00000197249",1.00184784355306
"ENSG00000163281",0.999585612052405
"ENSG00000100867",0.997914137752016
"ENSG00000117983",0.993663765353955
"ENSG00000096060",0.993055793936342
"ENSG00000161800",0.991773329868188
"ENSG00000170873",0.991090358262446
"ENSG00000134504",0.990768192301195
"ENSG00000064490",0.988492825725854
"ENSG00000095951",0.98494981333988
"ENSG00000150893",0.984746747234967
"ENSG00000100219",0.983496549155589
"ENSG00000198088",0.979632080715204
"ENSG00000265817",0.974209787624846
"ENSG00000161082",0.973482083162999
"ENSG00000203811",0.970887070246964
"ENSG00000109881",0.969944543709176
"ENSG00000262180",0.968229411458406
"ENSG00000163659",0.968126805130185
"ENSG00000100065",0.963775565255584
"ENSG00000143546",0.963701813028639
"ENSG00000102393",0.962197797826084
"ENSG00000175305",0.96049389368403
"ENSG00000243477",0.960139081761547
"ENSG00000079156",0.954294353859798
"ENSG00000151849",0.95252441289197
"ENSG00000129173",0.951397939350699
"ENSG00000127527",0.949228986442447
"ENSG00000107554",0.948425088206779
"ENSG00000176890",0.943943069039343
"ENSG00000112972",0.942967965797239
"ENSG00000158079",0.936196823186266
"ENSG00000105011",0.93619123551613
"ENSG00000091732",0.933219724044462
"ENSG00000180694",0.933027784981435
"ENSG00000114737",0.930736666323102
"ENSG00000114062",0.926163202751316
"ENSG00000073331",0.923914845195818
"ENSG00000126217",0.923478706680453
"ENSG00000273983",0.92307015687258
"ENSG00000188735",0.92024525772234
"ENSG00000113810",0.917833627272883
"ENSG00000126215",0.915629525441115
"ENSG00000155755",0.915299958441245
"ENSG00000171723",0.914500912813759
"ENSG00000183044",0.913554116655082
"ENSG00000153130",0.911461086956463
"ENSG00000074410",0.911085469930525
"ENSG00000104221",0.910359094480849
"ENSG00000180530",0.909992269338996
"ENSG00000173214",0.909693574404279
"ENSG00000169403",0.906239481532691
"ENSG00000133422",0.9058764806133
"ENSG00000101004",0.904868500651889
"ENSG00000143314",0.902920521764704
"ENSG00000006634",0.902202838002638
"ENSG00000269713",0.90209086499879
"ENSG00000105971",0.900072520226519
"ENSG00000116793",0.898990426446584
"ENSG00000134574",0.898956455842488
"ENSG00000058668",0.898781828738357
"ENSG00000117632",0.898367830074858
"ENSG00000114346",0.896808704379627
"ENSG00000119943",0.896272818765703
"ENSG00000144231",0.896159407170539
"ENSG00000004700",0.895445071898162
"ENSG00000185480",0.894088837693177
"ENSG00000173156",0.893867846988462
"ENSG00000214827",0.893810629431114
"ENSG00000132359",0.891680618749073
"ENSG00000137962",0.889724705515892
"ENSG00000103995",0.889215916854053
"ENSG00000143748",0.888337623226066
"ENSG00000197375",0.887895288812309
"ENSG00000164695",0.884478079068622
"ENSG00000154473",0.884146795664188
"ENSG00000143951",0.882861236451704
"ENSG00000133119",0.881378343428689
"ENSG00000165704",0.877026982622219
"ENSG00000023445",0.876407739239719
"ENSG00000185615",0.871510009379207
"ENSG00000174206",0.870436899329366
"ENSG00000165233",0.86917526315878
"ENSG00000157578",0.863275006327764
"ENSG00000170264",0.861915557683906
"ENSG00000008952",0.858915879626474
"ENSG00000075651",0.858376353215321
"ENSG00000166886",0.858286983875291
"ENSG00000162063",0.856606006485298
"ENSG00000187372",0.856376830434422
"ENSG00000177192",0.8546501201129
"ENSG00000124508",0.85378436946582
"ENSG00000110719",0.852869836742073
"ENSG00000168028",0.8516963015479
"ENSG00000178607",0.85109472537477
"ENSG00000107890",0.850324888171931
"ENSG00000083520",0.850091524537964
"ENSG00000134317",0.849003239983456
"ENSG00000123473",0.847691660241545
"ENSG00000044574",0.847642844534836
"ENSG00000184164",0.846847716869694
"ENSG00000058085",0.845905183764949
"ENSG00000164109",0.843728924037992
"ENSG00000182263",0.842984346497873
