Geneid,SRR21043448,SRR21043530,SRR21043687,SRR21043888,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,1,0,0,0,3,0,0
ENSG00000127837,290,179,215,182,110,122,128,157
ENSG00000090861,520,307,327,395,167,265,185,246
ENSG00000275700,77,47,38,41,23,29,30,23
ENSG00000085563,2,5,6,5,6,8,3,3
ENSG00000023839,95,59,63,46,44,47,38,58
ENSG00000114770,1079,635,727,595,361,546,408,498
ENSG00000164163,47,21,47,33,23,61,28,41
ENSG00000204574,459,295,422,332,241,325,233,283
ENSG00000161204,22,13,21,12,12,11,8,5
ENSG00000160179,6,4,14,1,1,4,6,1
ENSG00000108846,32,21,23,20,10,17,7,17
ENSG00000118777,285,181,239,199,120,202,131,170
ENSG00000163686,22,18,13,11,13,4,7,13
ENSG00000097007,14,11,18,10,10,13,9,8
ENSG00000115361,0,1,1,0,0,0,0,1
ENSG00000120437,115,76,93,82,44,60,29,32
ENSG00000182827,139,104,114,119,65,85,52,75
ENSG00000102977,21,14,13,10,8,11,7,14
ENSG00000159640,8,2,10,8,3,8,6,7
ENSG00000087085,66,31,51,29,22,18,23,21
ENSG00000131473,225,163,199,170,144,137,141,135
ENSG00000123130,4,3,6,7,0,4,1,1
ENSG00000151726,111,74,131,101,74,121,65,70
ENSG00000075624,1047,720,1313,892,657,858,808,759
ENSG00000266920,0,0,0,0,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,236,175,287,229,164,203,171,196
ENSG00000137845,201,224,197,202,205,212,140,226
ENSG00000114948,3,1,0,1,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,499,336,409,371,257,338,267,329
ENSG00000065457,20,11,12,16,8,7,13,12
ENSG00000163050,45,41,50,34,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,14,10,15,6,2,4,8,7
ENSG00000187758,1,0,0,1,0,0,0,0
ENSG00000182551,224,166,311,170,142,200,166,176
ENSG00000156110,734,457,539,530,317,449,317,428
ENSG00000148926,11,9,13,10,8,17,13,7
ENSG00000181915,202,132,200,123,116,172,97,126
ENSG00000163485,5,8,17,3,1,2,4,3
ENSG00000128271,2,2,5,3,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,1,1,2,0,1,2,3,2
ENSG00000173020,121,97,91,107,45,52,52,62
ENSG00000239900,3,0,4,0,0,1,2,0
ENSG00000169129,6,4,3,1,3,6,2,3
ENSG00000183077,59,19,45,26,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,70,48,62,56,26,41,35,47
ENSG00000169692,205,144,159,142,77,95,72,90
ENSG00000138678,17,11,8,18,14,17,7,12
ENSG00000188157,921,956,996,849,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,2,1,1,2,0,2,0,1
ENSG00000177674,33,22,51,30,32,34,21,28
ENSG00000156709,302,182,315,191,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,82,64,58,72,28,40,32,38
ENSG00000105127,431,266,382,269,196,304,181,232
ENSG00000011243,39,20,22,24,8,24,12,14
ENSG00000085662,1,0,2,0,0,0,1,0
ENSG00000187134,6,6,5,7,6,8,2,4
ENSG00000196139,163,86,205,107,111,136,158,112
ENSG00000122787,0,2,3,0,0,1,5,0
ENSG00000142208,3713,2539,2928,2553,2074,2868,1990,2424
ENSG00000105221,55,36,13,32,17,29,15,20
ENSG00000117020,1,1,0,0,0,0,0,1
ENSG00000163631,0,1,0,0,0,0,0,0
ENSG00000059573,6,10,18,12,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,2,3,2,4,2,3,0,3
ENSG00000159423,98,61,84,85,42,47,48,51
ENSG00000164904,1,0,3,2,1,0,0,0
ENSG00000143149,85,43,51,54,39,50,42,45
ENSG00000149925,2829,1781,2505,2048,1477,2045,1145,1703
ENSG00000109107,8,11,8,11,7,7,4,9
ENSG00000253710,73,61,49,72,19,49,35,33
ENSG00000159063,3,7,3,0,3,4,2,4
ENSG00000162551,0,0,0,0,0,0,2,0
ENSG00000123505,142,136,157,115,99,170,100,138
ENSG00000162066,249,157,145,198,73,160,102,131
ENSG00000144233,135,83,132,83,49,64,58,78
ENSG00000243480,2,2,1,0,1,3,2,4
ENSG00000214174,14,8,12,11,7,17,10,8
ENSG00000153107,144,76,109,97,52,99,47,92
ENSG00000141552,61,22,59,35,11,30,13,20
ENSG00000089053,1567,968,1380,928,820,1147,788,912
ENSG00000088448,830,531,655,553,442,576,386,556
ENSG00000132466,27,15,21,13,8,5,7,5
ENSG00000215559,9,5,3,10,2,5,2,8
ENSG00000251056,60,36,23,26,22,36,27,23
ENSG00000206192,0,0,0,0,0,0,2,0
ENSG00000105186,244,136,143,164,118,174,88,116
ENSG00000196912,30,27,6,18,7,18,16,14
ENSG00000160746,176,104,108,112,59,82,44,76
ENSG00000164111,680,514,787,611,442,636,404,602
ENSG00000138279,335,260,270,268,145,152,153,172
ENSG00000166747,253,129,146,122,64,110,107,70
ENSG00000106367,1199,1005,1103,1065,507,714,582,571
ENSG00000183020,19,19,8,20,12,8,11,7
ENSG00000161203,20,16,17,24,5,13,14,11
ENSG00000132842,213,143,149,144,97,107,103,94
ENSG00000221838,29,43,41,42,22,40,32,25
ENSG00000011132,30,11,19,16,10,20,9,17
ENSG00000163697,228,185,278,206,143,186,161,177
ENSG00000171388,0,0,0,0,0,0,1,1
ENSG00000110244,0,0,0,0,0,1,1,1
ENSG00000239713,1,0,0,0,0,1,1,0
ENSG00000110245,0,0,0,0,0,0,0,0
ENSG00000189058,75,57,93,55,85,80,71,69
ENSG00000130203,0,0,0,1,0,2,1,0
ENSG00000184831,73,51,85,48,34,44,23,30
ENSG00000256053,491,320,477,335,292,447,247,383
ENSG00000142192,476,342,319,346,234,432,210,362
ENSG00000062725,3821,2715,3714,2857,2002,2996,2263,2718
ENSG00000157500,6,8,7,6,1,2,4,8
ENSG00000165272,14,20,21,8,8,12,18,9
ENSG00000086159,0,0,0,0,0,1,0,0
ENSG00000103569,1,0,0,0,0,0,0,0
ENSG00000109321,60,37,40,43,40,51,28,32
ENSG00000143761,92,49,102,48,31,74,52,44
ENSG00000004059,20,23,17,18,10,20,12,16
ENSG00000101199,229,175,198,179,122,165,128,142
ENSG00000242247,79,45,58,66,25,50,30,33
ENSG00000124198,365,265,263,262,123,227,165,165
ENSG00000132254,92,58,104,75,52,91,53,71
ENSG00000134884,231,244,327,274,252,282,208,265
ENSG00000175220,43,24,39,22,18,26,22,22
ENSG00000147256,2,2,0,0,0,0,0,0
ENSG00000196914,322,251,357,250,205,317,206,273
ENSG00000116584,53,31,52,50,26,24,19,21
ENSG00000129675,0,0,0,0,0,0,0,0
ENSG00000131089,100,80,90,71,44,53,49,66
ENSG00000054267,397,293,379,263,175,285,224,272
ENSG00000182196,469,296,487,307,290,466,254,370
ENSG00000144746,235,182,211,170,101,135,102,117
ENSG00000241553,36,19,47,28,6,23,20,11
ENSG00000162704,48,35,92,47,42,60,46,50
ENSG00000136950,387,258,339,321,185,212,155,199
ENSG00000128989,281,195,380,194,188,220,225,232
ENSG00000157399,0,0,0,0,0,0,0,0
ENSG00000104763,39,28,21,37,33,33,26,36
ENSG00000102048,38,16,23,23,20,31,20,22
ENSG00000112249,280,214,198,213,153,201,156,180
ENSG00000198356,155,77,180,98,76,115,63,87
ENSG00000066279,2,1,4,5,1,3,0,0
ENSG00000106819,5,2,3,1,2,2,1,2
ENSG00000123268,11,9,2,8,4,7,1,9
ENSG00000162772,10,5,6,10,4,7,7,13
ENSG00000169136,142,103,130,124,78,89,64,94
ENSG00000118217,84,60,76,56,47,58,31,58
ENSG00000213676,209,173,232,189,159,194,137,179
ENSG00000144848,207,113,189,128,137,188,148,173
ENSG00000138363,231,141,194,172,107,104,95,96
ENSG00000166454,118,128,115,129,137,158,113,139
ENSG00000145246,0,1,0,0,0,0,0,0
ENSG00000058063,188,107,95,112,73,91,63,93
ENSG00000143153,385,276,433,240,255,384,228,298
ENSG00000017260,535,277,256,298,114,244,182,159
ENSG00000165629,3683,2278,4206,2363,2075,2860,1706,2449
ENSG00000099624,162,82,147,122,40,63,61,51
ENSG00000135390,1345,889,1876,1011,676,986,646,857
ENSG00000154518,286,251,280,282,223,241,182,223
ENSG00000167863,1400,976,2091,1041,969,1311,850,1100
ENSG00000169020,1395,1029,1853,1040,1077,1396,858,1163
ENSG00000241468,279,242,430,268,131,199,219,172
