"gene","stat"
"ENSG00000275221",1.28189826001558
"ENSG00000070423",1.1421918398631
"ENSG00000092969",1.13438930840326
"ENSG00000122140",1.04114291641577
"ENSG00000151502",1.03802823392088
"ENSG00000091164",1.03641821523202
"ENSG00000153130",1.02998735193428
"ENSG00000170113",0.971267093111935
"ENSG00000111445",0.969858519605906
"ENSG00000167004",0.966124273723657
"ENSG00000239382",0.965107191600512
"ENSG00000152977",0.958685887503752
"ENSG00000196189",0.935791726262567
"ENSG00000155304",0.935086799622582
"ENSG00000105254",0.914503845279665
"ENSG00000051108",0.895436349138804
"ENSG00000165138",0.89298613010668
"ENSG00000133195",0.892978087892794
"ENSG00000007264",0.86378053963635
"ENSG00000128908",0.860863518420287
"ENSG00000278318",0.860169141228
"ENSG00000164073",0.857168866320768
"ENSG00000186352",0.851894965776781
"ENSG00000205544",0.838957841806817
"ENSG00000144935",0.834737711776242
"ENSG00000204498",0.827717133793182
"ENSG00000189409",0.827466763873601
"ENSG00000170892",0.826029792636645
"ENSG00000161265",0.823635014434
"ENSG00000167693",0.823210348665455
"ENSG00000177721",0.820958435593993
"ENSG00000143776",0.809396568025885
"ENSG00000171863",0.807906793431992
"ENSG00000044574",0.802346841289545
"ENSG00000123395",0.797124451295392
"ENSG00000136111",0.794637790098604
"ENSG00000169288",0.793926861518593
"ENSG00000161204",0.792189667954762
"ENSG00000041988",0.778673445272515
"ENSG00000121895",0.765029747961785
"ENSG00000170145",0.749517009629237
"ENSG00000092295",0.746596647083104
"ENSG00000174206",0.742347481322958
"ENSG00000168393",0.742306685156216
"ENSG00000162512",0.740608464853488
"ENSG00000143847",0.739751898219185
"ENSG00000105948",0.731838860908515
"ENSG00000262180",0.728073130812954
"ENSG00000140307",0.725485125985916
"ENSG00000178038",0.724859785337925
"ENSG00000165886",0.720529405413976
"ENSG00000116977",0.719420940850505
"ENSG00000135773",0.719160183712004
"ENSG00000122884",0.717706935028757
"ENSG00000065882",0.716926923722672
"ENSG00000104221",0.71581419942729
"ENSG00000178096",0.715384944675072
"ENSG00000168496",0.711402694982112
"ENSG00000184014",0.706197851751704
"ENSG00000062282",0.705010440273068
"ENSG00000167702",0.704727370434367
"ENSG00000182774",0.704025772498988
"ENSG00000103415",0.700127535405365
"ENSG00000188342",0.697522057428782
"ENSG00000133056",0.697068333251679
"ENSG00000163818",0.697061062842
"ENSG00000135966",0.693943541142079
"ENSG00000151239",0.692515627808095
"ENSG00000163694",0.691089043380817
"ENSG00000095951",0.690806902746575
"ENSG00000168802",0.68929506015143
"ENSG00000088325",0.687316426002258
"ENSG00000171940",0.687187008528694
"ENSG00000278272",0.682109161535958
"ENSG00000175197",0.674671068954297
"ENSG00000105085",0.673756622700851
"ENSG00000169891",0.671117147699473
"ENSG00000185055",0.670273187992521
"ENSG00000111581",0.669934095950394
"ENSG00000139180",0.668226447653807
"ENSG00000258818",0.667961769319405
"ENSG00000196365",0.667022532883698
"ENSG00000233917",0.666885968161332
"ENSG00000157800",0.665081375084291
"ENSG00000048471",0.662545884330355
"ENSG00000214274",0.660475578896054
"ENSG00000076242",0.656333109784743
"ENSG00000171606",0.652392611010863
"ENSG00000256977",0.652141039817929
"ENSG00000255823",0.651121221013559
"ENSG00000077380",0.649699170944296
"ENSG00000156345",0.646571449583646
"ENSG00000162946",0.645918205680839
"ENSG00000135114",0.644039450969644
"ENSG00000143479",0.642646368179352
"ENSG00000167862",0.641350909526942
"ENSG00000196396",0.640638719426305
"ENSG00000135506",0.639978852137838
"ENSG00000135269",0.635703811797349
"ENSG00000091542",0.63465940609126
"ENSG00000113272",0.634173528936387
"ENSG00000148343",0.633764304062121
"ENSG00000100994",0.633436364950639
"ENSG00000140993",0.633363481210315
"ENSG00000149308",0.630451493925552
"ENSG00000142188",0.629292776522955
"ENSG00000110057",0.626741563674381
"ENSG00000164430",0.622454183089383
"ENSG00000254997",0.621693023754643
"ENSG00000183044",0.620131808908949
"ENSG00000037897",0.617348134014232
"ENSG00000213658",0.616069162112375
"ENSG00000138767",0.615989422086599
"ENSG00000117305",0.615654958711182
"ENSG00000261609",0.615328949268511
"ENSG00000145495",0.613938562186969
"ENSG00000154832",0.613156555654411
"ENSG00000184216",0.60903426236893
"ENSG00000104872",0.607611482928755
"ENSG00000120738",0.60534971762715
"ENSG00000053501",0.604728358834067
"ENSG00000196453",0.603947723539849
"ENSG00000274226",0.602592838062053
"ENSG00000164414",0.601629138996558
"ENSG00000079459",0.601154603019591
"ENSG00000141552",0.601123146373665
"ENSG00000173156",0.60073591151023
"ENSG00000092820",0.600591168832907
"ENSG00000159479",0.598650681998335
"ENSG00000184840",0.598147375989756
"ENSG00000137563",0.594862542820753
"ENSG00000005448",0.593797188895206
"ENSG00000127054",0.593026208749378
"ENSG00000261934",0.592101005290081
"ENSG00000260428",0.592068705824386
"ENSG00000179104",0.590593085245925
"ENSG00000137145",0.588835481964057
"ENSG00000232434",0.587720501630302
"ENSG00000105221",0.584205762114711
"ENSG00000186088",0.583763900345963
"ENSG00000179532",0.583671152910363
"ENSG00000083520",0.583569697095386
"ENSG00000215271",0.583277641594534
"ENSG00000125812",0.582670584010831
"ENSG00000160439",0.580740126461103
"ENSG00000067369",0.580682269297598
"ENSG00000198034",0.580570965361468
"ENSG00000115274",0.58050869781717
"ENSG00000152256",0.579053420095721
"ENSG00000236334",0.57651874381635
"ENSG00000197976",0.576283509784941
"ENSG00000163319",0.576276425667587
"ENSG00000170085",0.576079790882895
"ENSG00000141905",0.575895596192471
"ENSG00000197892",0.575101487160846
"ENSG00000181852",0.574898162450829
"ENSG00000139190",0.574295860423874
"ENSG00000140832",0.573349665107472
"ENSG00000115657",0.573072183220022
"ENSG00000139926",0.572993536036825
"ENSG00000052795",0.572112571420683
"ENSG00000165487",0.570795693386591
"ENSG00000142675",0.570048104085582
"ENSG00000103356",0.567901087488066
"ENSG00000197958",0.566324107746051
"ENSG00000274276",0.566120026993085
"ENSG00000167037",0.5652842050054
"ENSG00000113716",0.56477764758599
"ENSG00000139055",0.56472897422239
"ENSG00000134982",0.56398545579731
"ENSG00000139645",0.563643878904526
"ENSG00000108262",0.563167928923351
"ENSG00000140691",0.562358481156007
"ENSG00000112715",0.561928548964909
"ENSG00000104419",0.561871609232815
"ENSG00000134574",0.559644507342005
"ENSG00000181467",0.558287245399434
"ENSG00000196544",0.557975925995644
"ENSG00000173214",0.55685985046645
"ENSG00000087086",0.556700766178495
"ENSG00000170485",0.556235978661195
"ENSG00000185561",0.555259846606301
"ENSG00000110871",0.554617486598055
"ENSG00000124641",0.554453506701584
"ENSG00000158079",0.55423255306853
"ENSG00000187068",0.55380693935058
"ENSG00000130305",0.553167222580551
"ENSG00000105523",0.553066754717018
"ENSG00000188529",0.552205312517015
"ENSG00000135912",0.551791152920679
"ENSG00000078018",0.549867617143285
"ENSG00000134698",0.549712730028345
"ENSG00000035664",0.548727719378642
"ENSG00000093217",0.547441324062994
"ENSG00000162194",0.547438010914572
"ENSG00000006062",0.547377745141063
"ENSG00000135336",0.54692750336974
"ENSG00000270882",0.546914463574008
"ENSG00000049449",0.546343716122987
"ENSG00000105053",0.545490333308784
"ENSG00000023445",0.544326748917982
"ENSG00000105971",0.543315024036324
"ENSG00000271880",0.543226274424588
"ENSG00000081041",0.542613309732053
"ENSG00000185670",0.540886107124939
"ENSG00000054523",0.540283438936854
"ENSG00000185418",0.540045087047484
"ENSG00000161021",0.538707120051577
"ENSG00000099326",0.537638470859127
"ENSG00000149541",0.53750759363007
"ENSG00000187624",0.537187549115282
"ENSG00000169122",0.536803039344169
"ENSG00000111667",0.536765147967699
"ENSG00000228300",0.536454499204854
"ENSG00000184574",0.536162398055783
"ENSG00000168118",0.535912167324932
"ENSG00000113739",0.534159452264302
"ENSG00000160588",0.532208605800035
"ENSG00000171045",0.53175276983784
"ENSG00000102221",0.531145443075054
"ENSG00000092871",0.530074919608623
"ENSG00000103269",0.529768363582847
"ENSG00000058668",0.528630059457055
"ENSG00000129003",0.527347776314233
"ENSG00000170525",0.525376942359224
"ENSG00000099956",0.524845893821098
"ENSG00000147400",0.524677626755497
"ENSG00000133103",0.524452426176843
"ENSG00000090565",0.522958757043179
"ENSG00000167994",0.522420068216468
"ENSG00000099849",0.521807839895986
"ENSG00000142945",0.521419222513522
"ENSG00000147144",0.520971167243954
"ENSG00000165449",0.51999995305129
"ENSG00000132359",0.519790100706968
"ENSG00000166323",0.519326369469565
"ENSG00000006534",0.516539248052715
"ENSG00000198937",0.516283879448533
"ENSG00000065060",0.515967148366285
"ENSG00000128463",0.515122272922742
"ENSG00000198551",0.514530660945512
"ENSG00000100418",0.513764223527383
"ENSG00000129315",0.513753711713275
"ENSG00000122376",0.513225746583949
"ENSG00000148814",0.513044411843861
"ENSG00000172889",0.5129302346887
"ENSG00000144815",0.512586782283799
"ENSG00000122515",0.512436286837636
"ENSG00000177200",0.511615479372562
"ENSG00000156313",0.511271705567819
"ENSG00000087884",0.510657418563753
"ENSG00000161677",0.509622466108653
"ENSG00000135441",0.509416773104444
"ENSG00000278677",0.508851663359126
"ENSG00000187243",0.508397323748491
"ENSG00000159921",0.50815711826609
"ENSG00000218739",0.508082103521559
"ENSG00000069535",0.506617796019305
"ENSG00000148339",0.506584421010814
"ENSG00000099624",0.505198676803018
"ENSG00000177192",0.50424952215829
"ENSG00000118246",0.503689817240949
"ENSG00000196419",0.503438008790846
"ENSG00000284934",0.503423839721098
"ENSG00000171865",0.501863181313142
"ENSG00000143878",0.501853082763011
"ENSG00000105397",0.501444311322888
"ENSG00000064490",0.500990593050759
"ENSG00000076003",0.49984494774045
"ENSG00000138867",0.499426512527342
"ENSG00000173744",0.499209212898419
"ENSG00000008324",0.498588273776404
"ENSG00000117682",0.498026056791273
"ENSG00000188242",0.497982154529535
"ENSG00000120885",0.49774155229205
"ENSG00000171867",0.497716381791172
"ENSG00000168291",0.497668442449839
"ENSG00000164465",0.49712679960435
"ENSG00000063322",0.495287376930531
"ENSG00000105771",0.494529868796065
"ENSG00000168172",0.493853586144731
"ENSG00000168994",0.491634122305054
"ENSG00000157693",0.489914695274166
"ENSG00000100889",0.489805817169861
"ENSG00000138442",0.489312847326762
"ENSG00000152683",0.48911927531848
"ENSG00000112972",0.488958556172259
"ENSG00000172432",0.488846263140001
"ENSG00000221890",0.48796362745956
"ENSG00000105723",0.486939082888447
"ENSG00000130589",0.48658368842038
"ENSG00000168350",0.48647468570502
"ENSG00000111678",0.485802952792699
"ENSG00000136003",0.485723337492007
"ENSG00000149932",0.48537609288679
"ENSG00000100038",0.485187240230197
"ENSG00000160691",0.484900129382917
"ENSG00000100138",0.48476032809774
"ENSG00000103187",0.48447312880709
"ENSG00000111845",0.484034479991631
"ENSG00000224877",0.483617926973168
"ENSG00000145022",0.483584431134013
"ENSG00000184831",0.483300147640442
"ENSG00000105656",0.483203539548628
"ENSG00000168612",0.48317417996817
"ENSG00000128335",0.48296604481942
"ENSG00000101624",0.482356586418072
"ENSG00000125347",0.481450899623974
"ENSG00000176040",0.481104920511483
"ENSG00000102109",0.480311377196223
"ENSG00000165568",0.479772734147872
"ENSG00000148303",0.479310289627948
"ENSG00000204370",0.47893230835989
"ENSG00000144647",0.478676225472383
"ENSG00000186566",0.478236620458102
"ENSG00000145901",0.478153712745319
"ENSG00000113811",0.477537599731219
"ENSG00000104980",0.476811117653891
"ENSG00000198429",0.476759415545646
"ENSG00000169021",0.476241376139826
"ENSG00000178467",0.475673939689665
"ENSG00000179222",0.475637821190023
"ENSG00000116473",0.475167586906541
"ENSG00000110619",0.475072022951644
"ENSG00000136856",0.474585332533269
"ENSG00000130725",0.474544058386659
"ENSG00000224531",0.473931702948876
"ENSG00000173542",0.473768514808242
"ENSG00000076513",0.473715814647169
"ENSG00000169246",0.473534761501084
"ENSG00000100814",0.472794980059093
"ENSG00000176108",0.471573858497584
"ENSG00000168234",0.471335023220469
"ENSG00000101189",0.469858907119175
"ENSG00000251201",0.469698186733283
"ENSG00000169223",0.469115129398161
"ENSG00000112531",0.469093437655035
"ENSG00000120725",0.46755316801805
"ENSG00000100558",0.467466360590488
"ENSG00000171497",0.466030647888929
"ENSG00000165526",0.46465351385908
"ENSG00000132300",0.464136363004273
"ENSG00000166965",0.464008255872622
"ENSG00000166333",0.46396800400487
"ENSG00000069667",0.461683819440552
"ENSG00000124067",0.459872911947389
"ENSG00000188735",0.458961588462085
"ENSG00000103024",0.458928235444577
"ENSG00000163798",0.458223152582402
"ENSG00000017260",0.458056220967747
"ENSG00000166986",0.457601179304369
"ENSG00000161888",0.457285118049846
"ENSG00000100425",0.455914991736566
"ENSG00000118496",0.454704738973244
"ENSG00000137817",0.454446523798593
"ENSG00000135049",0.453830287699982
"ENSG00000165283",0.453740199949692
"ENSG00000100034",0.453535522835798
"ENSG00000241553",0.453480349441507
"ENSG00000127452",0.452589524883771
"ENSG00000198455",0.452513442629649
"ENSG00000174442",0.452188130893738
"ENSG00000180423",0.452152317246081
"ENSG00000062370",0.451748249816994
"ENSG00000120437",0.451616476624979
"ENSG00000164307",0.451529877129791
"ENSG00000111981",0.450793024649508
"ENSG00000126003",0.450787091980547
"ENSG00000085382",0.450639712431063
"ENSG00000162757",0.449682627257295
"ENSG00000111860",0.449506678043488
"ENSG00000196236",0.449332466142651
"ENSG00000141527",0.449139239790401
"ENSG00000055917",0.448898567937622
"ENSG00000066044",0.44853940167586
"ENSG00000117448",0.448468257131363
"ENSG00000138386",0.448016665230965
"ENSG00000188010",0.447713109369999
"ENSG00000214827",0.447280095891112
"ENSG00000168040",0.446413372036009
"ENSG00000124733",0.445399195971297
"ENSG00000183856",0.444850730121418
"ENSG00000182180",0.444819013072547
"ENSG00000108590",0.444580153481265
"ENSG00000011114",0.444528956639388
"ENSG00000157911",0.444528259029736
"ENSG00000156860",0.444287123355324
"ENSG00000150457",0.444183959621634
"ENSG00000073803",0.443681832863565
"ENSG00000132680",0.443603596460789
"ENSG00000163435",0.443409708244806
"ENSG00000078401",0.442759750155504
"ENSG00000103994",0.442737193775671
"ENSG00000172216",0.442688990321385
"ENSG00000206140",0.442672646011293
"ENSG00000188290",0.442601951293403
"ENSG00000135406",0.442230662479048
"ENSG00000134291",0.441482632968189
"ENSG00000108384",0.44122313050082
"ENSG00000134262",0.440422924662846
