Geneid,SRR21043241,SRR21043480,SRR21043637,SRR21043909,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,0,0,0,3,0,0
ENSG00000127837,305,235,185,214,110,122,128,157
ENSG00000090861,555,499,435,437,167,265,185,246
ENSG00000275700,81,59,59,43,23,29,30,23
ENSG00000085563,8,4,8,2,6,8,3,3
ENSG00000023839,76,73,60,91,44,47,38,58
ENSG00000114770,835,758,797,1057,361,546,408,498
ENSG00000164163,20,62,48,28,23,61,28,41
ENSG00000204574,461,447,393,465,241,325,233,283
ENSG00000161204,11,12,27,23,12,11,8,5
ENSG00000160179,9,3,1,4,1,4,6,1
ENSG00000108846,25,22,29,17,10,17,7,17
ENSG00000118777,171,248,208,218,120,202,131,170
ENSG00000163686,11,18,17,24,13,4,7,13
ENSG00000097007,22,18,8,10,10,13,9,8
ENSG00000115361,0,0,0,0,0,0,0,1
ENSG00000120437,147,102,77,72,44,60,29,32
ENSG00000182827,129,140,128,132,65,85,52,75
ENSG00000102977,24,19,16,24,8,11,7,14
ENSG00000159640,7,8,4,9,3,8,6,7
ENSG00000087085,62,45,43,62,22,18,23,21
ENSG00000131473,250,204,165,128,144,137,141,135
ENSG00000123130,9,4,2,2,0,4,1,1
ENSG00000151726,135,109,113,85,74,121,65,70
ENSG00000075624,1192,979,781,775,657,858,808,759
ENSG00000266920,0,3,1,3,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,200,258,229,212,164,203,171,196
ENSG00000137845,57,287,264,222,205,212,140,226
ENSG00000114948,1,2,4,0,1,3,3,1
ENSG00000087116,0,0,1,0,0,0,0,0
ENSG00000197381,396,445,436,545,257,338,267,329
ENSG00000065457,14,16,13,6,8,7,13,12
ENSG00000163050,27,41,45,47,25,33,34,31
ENSG00000155897,0,1,0,0,0,0,0,0
ENSG00000162104,19,12,6,13,2,4,8,7
ENSG00000187758,0,0,0,0,0,0,0,0
ENSG00000182551,295,239,175,221,142,200,166,176
ENSG00000156110,545,579,597,657,317,449,317,428
ENSG00000148926,15,22,9,25,8,17,13,7
ENSG00000181915,140,238,139,193,116,172,97,126
ENSG00000163485,5,5,2,4,1,2,4,3
ENSG00000128271,4,1,1,0,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,0,1,5,2,1,2,3,2
ENSG00000173020,120,92,88,89,45,52,52,62
ENSG00000239900,3,2,0,2,0,1,2,0
ENSG00000169129,4,0,3,4,3,6,2,3
ENSG00000183077,39,40,34,38,21,28,15,18
ENSG00000081051,0,0,0,1,0,0,0,0
ENSG00000162688,57,68,52,49,26,41,35,47
ENSG00000169692,201,148,124,145,77,95,72,90
ENSG00000138678,20,13,23,17,14,17,7,12
ENSG00000188157,343,1178,1102,1520,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,0,3,0,0,0,2,0,1
ENSG00000177674,62,38,21,49,32,34,21,28
ENSG00000156709,335,282,201,237,144,214,139,162
ENSG00000163568,2,0,1,0,0,0,0,0
ENSG00000197976,77,75,66,79,28,40,32,38
ENSG00000105127,273,345,302,384,196,304,181,232
ENSG00000011243,36,35,27,26,8,24,12,14
ENSG00000085662,1,0,1,3,0,0,1,0
ENSG00000187134,8,8,12,4,6,8,2,4
ENSG00000196139,154,127,114,115,111,136,158,112
ENSG00000122787,0,1,4,4,0,1,5,0
ENSG00000142208,2155,2938,2986,3574,2074,2868,1990,2424
ENSG00000105221,35,41,49,42,17,29,15,20
ENSG00000117020,0,0,1,0,0,0,0,1
ENSG00000163631,0,0,1,0,0,0,0,0
ENSG00000059573,6,7,14,11,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,1,6,12,7,2,3,0,3
ENSG00000159423,108,78,80,98,42,47,48,51
ENSG00000164904,0,7,1,2,1,0,0,0
ENSG00000143149,37,99,66,71,39,50,42,45
ENSG00000149925,2226,2765,2689,2502,1477,2045,1145,1703
ENSG00000109107,18,21,16,6,7,7,4,9
ENSG00000253710,72,57,53,67,19,49,35,33
ENSG00000159063,11,3,2,5,3,4,2,4
ENSG00000162551,1,1,0,0,0,0,2,0
ENSG00000123505,104,184,170,164,99,170,100,138
ENSG00000162066,198,233,195,274,73,160,102,131
ENSG00000144233,103,96,104,112,49,64,58,78
ENSG00000243480,3,4,4,2,1,3,2,4
ENSG00000214174,10,7,10,15,7,17,10,8
ENSG00000153107,114,121,97,130,52,99,47,92
ENSG00000141552,38,46,36,27,11,30,13,20
ENSG00000089053,1158,1407,1211,1542,820,1147,788,912
ENSG00000088448,664,712,787,824,442,576,386,556
ENSG00000132466,40,16,16,9,8,5,7,5
ENSG00000215559,0,4,6,2,2,5,2,8
ENSG00000251056,36,28,39,44,22,36,27,23
ENSG00000206192,0,1,2,0,0,0,2,0
ENSG00000105186,161,229,230,225,118,174,88,116
ENSG00000196912,9,17,29,18,7,18,16,14
