Geneid,SRR21043236,SRR21043318,SRR21043393,SRR21043944,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,1,0,1,0,3,0,0
ENSG00000127837,247,188,266,273,110,122,128,157
ENSG00000090861,390,286,426,430,167,265,185,246
ENSG00000275700,53,26,83,80,23,29,30,23
ENSG00000085563,5,3,7,12,6,8,3,3
ENSG00000023839,70,63,122,91,44,47,38,58
ENSG00000114770,751,454,876,1084,361,546,408,498
ENSG00000164163,44,31,35,45,23,61,28,41
ENSG00000204574,421,324,511,522,241,325,233,283
ENSG00000161204,23,15,21,31,12,11,8,5
ENSG00000160179,4,2,2,2,1,4,6,1
ENSG00000108846,13,16,22,16,10,17,7,17
ENSG00000118777,208,151,355,351,120,202,131,170
ENSG00000163686,14,13,28,24,13,4,7,13
ENSG00000097007,3,8,21,21,10,13,9,8
ENSG00000115361,0,0,0,0,0,0,0,1
ENSG00000120437,85,89,82,64,44,60,29,32
ENSG00000182827,134,109,125,134,65,85,52,75
ENSG00000102977,15,6,20,21,8,11,7,14
ENSG00000159640,5,0,13,11,3,8,6,7
ENSG00000087085,28,27,45,48,22,18,23,21
ENSG00000131473,147,178,115,173,144,137,141,135
ENSG00000123130,3,4,5,4,0,4,1,1
ENSG00000151726,83,85,77,91,74,121,65,70
ENSG00000075624,805,986,968,868,657,858,808,759
ENSG00000266920,0,1,2,1,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,205,209,209,252,164,203,171,196
ENSG00000137845,233,176,286,387,205,212,140,226
ENSG00000114948,0,1,2,1,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,380,277,462,584,257,338,267,329
ENSG00000065457,15,7,18,15,8,7,13,12
ENSG00000163050,39,25,47,53,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,10,2,19,13,2,4,8,7
ENSG00000187758,0,0,0,2,0,0,0,0
ENSG00000182551,211,217,237,235,142,200,166,176
ENSG00000156110,486,409,628,650,317,449,317,428
ENSG00000148926,7,8,15,12,8,17,13,7
ENSG00000181915,144,109,224,185,116,172,97,126
ENSG00000163485,7,10,11,10,1,2,4,3
ENSG00000128271,3,5,1,0,1,0,4,3
