Geneid,SRR21043235,SRR21043317,SRR21043392,SRR21043943,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,2,1,0,0,0,3,0,0
ENSG00000127837,188,108,229,212,110,122,128,157
ENSG00000090861,370,216,455,404,167,265,185,246
ENSG00000275700,41,29,50,65,23,29,30,23
ENSG00000085563,7,1,7,3,6,8,3,3
ENSG00000023839,43,33,72,73,44,47,38,58
ENSG00000114770,442,301,1029,793,361,546,408,498
ENSG00000164163,27,39,40,36,23,61,28,41
ENSG00000204574,336,292,298,363,241,325,233,283
ENSG00000161204,19,10,26,22,12,11,8,5
ENSG00000160179,1,3,3,0,1,4,6,1
ENSG00000108846,12,9,20,9,10,17,7,17
ENSG00000118777,165,141,293,255,120,202,131,170
ENSG00000163686,12,8,10,11,13,4,7,13
ENSG00000097007,9,16,17,19,10,13,9,8
ENSG00000115361,0,0,0,1,0,0,0,1
ENSG00000120437,105,73,76,79,44,60,29,32
ENSG00000182827,117,70,87,122,65,85,52,75
ENSG00000102977,12,10,16,11,8,11,7,14
ENSG00000159640,4,5,9,9,3,8,6,7
ENSG00000087085,15,15,36,32,22,18,23,21
ENSG00000131473,218,137,118,141,144,137,141,135
ENSG00000123130,4,4,3,2,0,4,1,1
ENSG00000151726,104,111,74,82,74,121,65,70
ENSG00000075624,907,691,724,700,657,858,808,759
ENSG00000266920,0,0,0,0,0,2,0,2
ENSG00000077522,0,0,0,1,0,0,2,0
ENSG00000131966,173,214,209,243,164,203,171,196
ENSG00000137845,127,123,287,269,205,212,140,226
ENSG00000114948,2,0,1,2,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,274,214,495,437,257,338,267,329
ENSG00000065457,13,13,21,11,8,7,13,12
ENSG00000163050,34,24,54,38,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,5,7,7,14,2,4,8,7
ENSG00000187758,0,0,0,0,0,0,0,0
ENSG00000182551,203,197,147,176,142,200,166,176
ENSG00000156110,419,434,594,638,317,449,317,428
ENSG00000148926,18,22,14,13,8,17,13,7
ENSG00000181915,110,131,153,183,116,172,97,126
ENSG00000163485,9,5,7,12,1,2,4,3
ENSG00000128271,3,0,1,1,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,0,0,0,0,1,2,3,2
ENSG00000173020,95,57,111,89,45,52,52,62
ENSG00000239900,0,0,1,3,0,1,2,0
ENSG00000169129,3,4,8,5,3,6,2,3
ENSG00000183077,42,21,42,38,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,43,20,53,62,26,41,35,47
ENSG00000169692,123,125,129,126,77,95,72,90
ENSG00000138678,13,9,11,11,14,17,7,12
ENSG00000188157,521,685,1195,1232,846,1082,729,880
ENSG00000135744,0,1,0,0,0,0,0,0
ENSG00000144891,0,2,0,0,0,2,0,1
ENSG00000177674,37,30,30,37,32,34,21,28
ENSG00000156709,218,178,249,273,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,77,37,83,85,28,40,32,38
ENSG00000105127,199,203,348,293,196,304,181,232
ENSG00000011243,20,18,14,21,8,24,12,14
ENSG00000085662,4,3,1,2,0,0,1,0
ENSG00000187134,5,5,6,6,6,8,2,4
ENSG00000196139,101,105,90,101,111,136,158,112
ENSG00000122787,1,3,1,0,0,1,5,0
ENSG00000142208,1871,1852,3841,3414,2074,2868,1990,2424
ENSG00000105221,14,15,56,42,17,29,15,20
ENSG00000117020,0,0,0,0,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,10,8,9,18,4,14,14,14
ENSG00000165092,0,0,2,0,0,0,0,0
ENSG00000111275,7,3,2,8,2,3,0,3
ENSG00000159423,61,39,79,74,42,47,48,51
ENSG00000164904,2,0,2,0,1,0,0,0
ENSG00000143149,47,50,104,108,39,50,42,45
ENSG00000149925,1559,1611,2370,2340,1477,2045,1145,1703
ENSG00000109107,13,11,12,10,7,7,4,9
ENSG00000253710,55,34,74,69,19,49,35,33
ENSG00000159063,2,2,3,2,3,4,2,4
ENSG00000162551,0,0,0,1,0,0,2,0
ENSG00000123505,120,132,124,140,99,170,100,138
ENSG00000162066,154,93,209,208,73,160,102,131
ENSG00000144233,76,61,121,97,49,64,58,78
ENSG00000243480,3,0,4,2,1,3,2,4
ENSG00000214174,2,1,5,9,7,17,10,8
ENSG00000153107,66,100,116,116,52,99,47,92
ENSG00000141552,43,30,25,23,11,30,13,20
ENSG00000089053,834,852,1714,1442,820,1147,788,912
ENSG00000088448,440,450,838,725,442,576,386,556
ENSG00000132466,16,21,15,19,8,5,7,5
ENSG00000215559,2,4,2,17,2,5,2,8
ENSG00000251056,17,21,62,58,22,36,27,23
ENSG00000206192,1,3,0,0,0,0,2,0
ENSG00000105186,139,106,191,219,118,174,88,116
ENSG00000196912,18,8,37,46,7,18,16,14
ENSG00000160746,91,83,132,141,59,82,44,76
ENSG00000164111,506,575,516,607,442,636,404,602
ENSG00000138279,278,205,213,216,145,152,153,172
ENSG00000166747,141,107,161,163,64,110,107,70
ENSG00000106367,1002,826,1252,1089,507,714,582,571
ENSG00000183020,17,10,10,9,12,8,11,7
ENSG00000161203,18,7,19,19,5,13,14,11
ENSG00000132842,164,121,181,154,97,107,103,94
ENSG00000221838,37,45,58,44,22,40,32,25
ENSG00000011132,10,8,11,13,10,20,9,17
ENSG00000163697,204,163,155,171,143,186,161,177
ENSG00000171388,1,0,0,1,0,0,1,1
ENSG00000110244,0,0,0,0,0,1,1,1
ENSG00000239713,0,0,0,0,0,1,1,0
ENSG00000110245,0,0,0,0,0,0,0,0
ENSG00000189058,32,39,34,40,85,80,71,69
ENSG00000130203,2,0,0,0,0,2,1,0
ENSG00000184831,40,51,65,64,34,44,23,30
