Geneid,SRR21043323,SRR21043398,SRR21043792,SRR21043949,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,0,1,0,3,0,0
ENSG00000127837,216,201,167,210,110,122,128,157
ENSG00000090861,425,413,329,395,167,265,185,246
ENSG00000275700,36,40,37,70,23,29,30,23
ENSG00000085563,2,5,3,7,6,8,3,3
ENSG00000023839,58,61,50,64,44,47,38,58
ENSG00000114770,609,792,547,821,361,546,408,498
ENSG00000164163,50,49,53,47,23,61,28,41
ENSG00000204574,381,497,370,374,241,325,233,283
ENSG00000161204,24,29,17,19,12,11,8,5
ENSG00000160179,0,4,5,2,1,4,6,1
ENSG00000108846,22,20,16,10,10,17,7,17
ENSG00000118777,195,228,203,204,120,202,131,170
ENSG00000163686,8,12,13,14,13,4,7,13
ENSG00000097007,13,15,21,13,10,13,9,8
ENSG00000115361,0,1,2,0,0,0,0,1
ENSG00000120437,91,72,89,93,44,60,29,32
ENSG00000182827,106,132,99,131,65,85,52,75
ENSG00000102977,14,19,16,9,8,11,7,14
ENSG00000159640,8,5,7,7,3,8,6,7
ENSG00000087085,32,63,38,45,22,18,23,21
ENSG00000131473,164,177,208,172,144,137,141,135
ENSG00000123130,1,11,0,7,0,4,1,1
ENSG00000151726,105,113,117,93,74,121,65,70
ENSG00000075624,632,951,733,767,657,858,808,759
ENSG00000266920,0,0,1,0,0,2,0,2
ENSG00000077522,0,1,0,0,0,0,2,0
ENSG00000131966,195,274,287,226,164,203,171,196
ENSG00000137845,219,248,180,286,205,212,140,226
ENSG00000114948,0,1,2,0,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,329,458,318,425,257,338,267,329
ENSG00000065457,10,14,9,8,8,7,13,12
ENSG00000163050,36,37,36,32,25,33,34,31
ENSG00000155897,0,0,0,1,0,0,0,0
ENSG00000162104,6,10,6,10,2,4,8,7
ENSG00000187758,1,0,0,0,0,0,0,0
ENSG00000182551,166,255,222,191,142,200,166,176
ENSG00000156110,505,616,527,543,317,449,317,428
ENSG00000148926,10,17,14,23,8,17,13,7
ENSG00000181915,165,184,188,159,116,172,97,126
ENSG00000163485,6,4,0,6,1,2,4,3
ENSG00000128271,0,2,2,4,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,1,4,0,1,1,2,3,2
ENSG00000173020,77,78,65,101,45,52,52,62
ENSG00000239900,1,1,1,1,0,1,2,0
ENSG00000169129,1,3,8,4,3,6,2,3
ENSG00000183077,37,41,34,28,21,28,15,18
ENSG00000081051,0,2,0,0,0,0,0,0
ENSG00000162688,41,54,52,43,26,41,35,47
ENSG00000169692,147,143,158,139,77,95,72,90
ENSG00000138678,21,18,15,16,14,17,7,12
ENSG00000188157,972,1207,964,1120,846,1082,729,880
ENSG00000135744,0,0,0,2,0,0,0,0
ENSG00000144891,0,0,0,0,0,2,0,1
ENSG00000177674,22,39,37,28,32,34,21,28
ENSG00000156709,204,266,225,250,144,214,139,162
ENSG00000163568,0,0,0,1,0,0,0,0
ENSG00000197976,36,64,50,93,28,40,32,38
ENSG00000105127,284,378,248,319,196,304,181,232
ENSG00000011243,21,20,28,25,8,24,12,14
ENSG00000085662,1,1,2,1,0,0,1,0
ENSG00000187134,11,4,7,9,6,8,2,4
ENSG00000196139,101,142,104,105,111,136,158,112
ENSG00000122787,5,4,3,1,0,1,5,0
ENSG00000142208,2515,3030,2511,2955,2074,2868,1990,2424
ENSG00000105221,38,42,20,52,17,29,15,20
ENSG00000117020,0,0,0,0,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,17,14,12,12,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,1,6,1,6,2,3,0,3
