Geneid,SRR21043227,SRR21043309,SRR21043466,SRR21043895,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,0,0,0,3,0,0
ENSG00000127837,161,170,154,150,110,122,128,157
ENSG00000090861,425,470,502,440,167,265,185,246
ENSG00000275700,30,23,34,33,23,29,30,23
ENSG00000085563,1,0,0,2,6,8,3,3
ENSG00000023839,25,30,27,20,44,47,38,58
ENSG00000114770,161,208,243,153,361,546,408,498
ENSG00000164163,61,53,52,50,23,61,28,41
ENSG00000204574,317,348,307,342,241,325,233,283
ENSG00000161204,11,12,12,8,12,11,8,5
ENSG00000160179,4,1,2,1,1,4,6,1
ENSG00000108846,39,44,48,39,10,17,7,17
ENSG00000118777,109,107,124,114,120,202,131,170
ENSG00000163686,15,11,9,13,13,4,7,13
ENSG00000097007,7,10,8,12,10,13,9,8
ENSG00000115361,0,0,0,0,0,0,0,1
ENSG00000120437,40,38,25,37,44,60,29,32
ENSG00000182827,110,123,92,106,65,85,52,75
ENSG00000102977,9,10,7,16,8,11,7,14
ENSG00000159640,6,8,9,4,3,8,6,7
ENSG00000087085,13,22,20,14,22,18,23,21
ENSG00000131473,89,103,61,87,144,137,141,135
ENSG00000123130,1,1,0,5,0,4,1,1
ENSG00000151726,139,111,70,111,74,121,65,70
ENSG00000075624,639,552,450,662,657,858,808,759
ENSG00000266920,1,1,1,0,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,217,203,167,191,164,203,171,196
ENSG00000137845,206,231,244,167,205,212,140,226
ENSG00000114948,1,0,0,0,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,151,158,176,151,257,338,267,329
ENSG00000065457,14,21,6,12,8,7,13,12
ENSG00000163050,24,19,14,15,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,7,7,3,8,2,4,8,7
ENSG00000187758,0,0,0,1,0,0,0,0
ENSG00000182551,108,87,62,94,142,200,166,176
ENSG00000156110,434,450,420,424,317,449,317,428
ENSG00000148926,10,12,7,9,8,17,13,7
ENSG00000181915,143,172,148,165,116,172,97,126
ENSG00000163485,7,0,4,1,1,2,4,3
ENSG00000128271,2,1,2,1,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,2,0,0,2,1,2,3,2
ENSG00000173020,71,78,71,34,45,52,52,62
ENSG00000239900,0,1,0,1,0,1,2,0
ENSG00000169129,1,0,3,0,3,6,2,3
ENSG00000183077,26,27,17,37,21,28,15,18
ENSG00000081051,0,1,0,0,0,0,0,0
ENSG00000162688,62,42,48,42,26,41,35,47
ENSG00000169692,65,66,64,61,77,95,72,90
ENSG00000138678,9,9,16,16,14,17,7,12
ENSG00000188157,915,1017,882,801,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,1,0,0,0,0,2,0,1
ENSG00000177674,22,28,24,35,32,34,21,28
ENSG00000156709,160,196,190,199,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,30,35,39,31,28,40,32,38
ENSG00000105127,178,168,200,167,196,304,181,232
ENSG00000011243,22,23,12,14,8,24,12,14
ENSG00000085662,0,2,3,4,0,0,1,0
ENSG00000187134,31,22,22,22,6,8,2,4
ENSG00000196139,256,213,167,248,111,136,158,112
ENSG00000122787,0,1,1,1,0,1,5,0
ENSG00000142208,1535,1638,1762,1487,2074,2868,1990,2424
ENSG00000105221,8,26,25,12,17,29,15,20
ENSG00000117020,0,0,0,0,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,9,3,7,5,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,2,2,4,4,2,3,0,3
ENSG00000159423,33,20,24,10,42,47,48,51
ENSG00000164904,0,0,1,0,1,0,0,0
ENSG00000143149,31,13,44,24,39,50,42,45
ENSG00000149925,1620,1734,1601,1443,1477,2045,1145,1703
ENSG00000109107,2,1,3,2,7,7,4,9
ENSG00000253710,40,50,48,44,19,49,35,33
ENSG00000159063,5,2,2,2,3,4,2,4
ENSG00000162551,0,0,0,0,0,0,2,0
ENSG00000123505,218,156,140,164,99,170,100,138
ENSG00000162066,119,126,130,99,73,160,102,131
ENSG00000144233,56,68,70,57,49,64,58,78
ENSG00000243480,3,2,0,4,1,3,2,4
ENSG00000214174,8,9,4,6,7,17,10,8
ENSG00000153107,99,124,93,83,52,99,47,92
ENSG00000141552,25,22,30,47,11,30,13,20
ENSG00000089053,836,880,874,884,820,1147,788,912
ENSG00000088448,355,425,463,367,442,576,386,556
ENSG00000132466,9,6,13,8,8,5,7,5
ENSG00000215559,1,3,5,0,2,5,2,8
ENSG00000251056,21,26,30,15,22,36,27,23
ENSG00000206192,0,1,1,1,0,0,2,0
ENSG00000105186,115,127,157,124,118,174,88,116
ENSG00000196912,15,13,18,11,7,18,16,14
ENSG00000160746,77,83,91,72,59,82,44,76
ENSG00000164111,555,511,439,551,442,636,404,602
ENSG00000138279,229,201,176,226,145,152,153,172
ENSG00000166747,126,89,79,83,64,110,107,70
ENSG00000106367,633,654,722,600,507,714,582,571
ENSG00000183020,7,10,5,2,12,8,11,7
ENSG00000161203,9,9,9,6,5,13,14,11
ENSG00000132842,106,101,121,104,97,107,103,94
ENSG00000221838,29,21,40,31,22,40,32,25
ENSG00000011132,18,12,5,15,10,20,9,17
ENSG00000163697,125,146,119,113,143,186,161,177
ENSG00000171388,0,0,1,0,0,0,1,1
ENSG00000110244,0,0,0,1,0,1,1,1
ENSG00000239713,0,0,0,0,0,1,1,0
ENSG00000110245,0,0,0,0,0,0,0,0
ENSG00000189058,9,10,8,15,85,80,71,69
ENSG00000130203,1,0,0,0,0,2,1,0
ENSG00000184831,64,51,60,81,34,44,23,30
ENSG00000256053,368,397,352,383,292,447,247,383
ENSG00000142192,362,293,312,235,234,432,210,362
ENSG00000062725,2329,2485,2320,2324,2002,2996,2263,2718
ENSG00000157500,4,5,2,3,1,2,4,8
ENSG00000165272,22,12,7,8,8,12,18,9
ENSG00000086159,0,0,0,0,0,1,0,0
ENSG00000103569,0,0,1,0,0,0,0,0
ENSG00000109321,139,147,157,168,40,51,28,32
ENSG00000143761,56,38,27,41,31,74,52,44
ENSG00000004059,10,26,15,10,10,20,12,16
ENSG00000101199,128,130,119,87,122,165,128,142
ENSG00000242247,42,53,39,60,25,50,30,33
ENSG00000124198,202,180,210,174,123,227,165,165
ENSG00000132254,62,54,31,43,52,91,53,71
ENSG00000134884,229,266,179,199,252,282,208,265
ENSG00000175220,19,14,13,22,18,26,22,22
ENSG00000147256,1,0,0,0,0,0,0,0
ENSG00000196914,177,222,181,198,205,317,206,273
ENSG00000116584,82,64,53,58,26,24,19,21
ENSG00000129675,0,0,0,0,0,0,0,0
ENSG00000131089,81,95,72,55,44,53,49,66
ENSG00000054267,230,263,259,207,175,285,224,272
ENSG00000182196,343,388,361,405,290,466,254,370
ENSG00000144746,147,137,148,129,101,135,102,117
ENSG00000241553,24,13,18,19,6,23,20,11
ENSG00000162704,42,30,14,27,42,60,46,50
ENSG00000136950,266,282,294,256,185,212,155,199
ENSG00000128989,219,168,150,198,188,220,225,232
ENSG00000157399,0,0,0,0,0,0,0,0
ENSG00000104763,24,27,29,25,33,33,26,36
ENSG00000102048,12,13,6,11,20,31,20,22
ENSG00000112249,195,192,162,171,153,201,156,180
ENSG00000198356,83,88,85,109,76,115,63,87
ENSG00000066279,2,0,1,1,1,3,0,0
ENSG00000106819,1,0,0,0,2,2,1,2
ENSG00000123268,3,7,3,3,4,7,1,9
ENSG00000162772,4,4,0,2,4,7,7,13
ENSG00000169136,54,61,67,40,78,89,64,94
ENSG00000118217,43,56,49,43,47,58,31,58
ENSG00000213676,190,170,152,185,159,194,137,179
ENSG00000144848,174,141,99,163,137,188,148,173
ENSG00000138363,143,121,115,123,107,104,95,96
ENSG00000166454,151,121,124,104,137,158,113,139
ENSG00000145246,0,0,0,0,0,0,0,0
ENSG00000058063,100,78,100,48,73,91,63,93
ENSG00000143153,303,292,274,268,255,384,228,298
ENSG00000017260,228,207,274,224,114,244,182,159
ENSG00000165629,2427,2529,2597,2842,2075,2860,1706,2449
ENSG00000099624,40,46,46,59,40,63,61,51
ENSG00000135390,849,708,614,847,676,986,646,857
ENSG00000154518,273,310,230,218,223,241,182,223
ENSG00000167863,1053,1167,1027,1313,969,1311,850,1100
ENSG00000169020,1066,1167,1032,1193,1077,1396,858,1163
ENSG00000241468,172,152,82,167,131,199,219,172
ENSG00000106246,11,12,9,6,12,8,3,2
ENSG00000241837,712,706,623,820,420,660,417,620
ENSG00000125375,19,17,26,22,17,30,19,21
ENSG00000033627,4,0,1,5,7,2,2,4
ENSG00000117410,21,6,9,12,8,10,10,10
ENSG00000185883,252,215,151,255,271,343,318,264
ENSG00000159720,793,813,731,847,820,1106,645,919
ENSG00000100554,401,429,449,373,319,471,273,425
ENSG00000066427,163,158,179,190,120,172,122,165
ENSG00000087586,27,22,20,24,12,18,16,14
ENSG00000178999,25,13,19,21,21,16,15,18
ENSG00000155096,120,114,118,122,47,98,63,86
ENSG00000166710,366,313,297,374,295,354,168,288
ENSG00000183778,9,14,10,9,33,43,48,25
ENSG00000109956,0,0,0,0,0,0,0,0
ENSG00000174684,0,0,0,0,0,0,0,0
ENSG00000086062,1,5,6,5,4,3,2,4
ENSG00000158470,5,9,4,8,6,5,5,4
ENSG00000027847,113,130,99,92,84,91,68,85
ENSG00000136881,0,3,1,1,2,2,1,5
ENSG00000186318,34,52,36,25,34,43,28,36
ENSG00000182240,10,7,5,4,9,8,8,3
ENSG00000002330,5,6,2,2,2,2,6,0
ENSG00000151929,112,99,85,116,204,258,211,274
ENSG00000204463,235,261,204,249,205,322,226,257
ENSG00000030110,10,9,1,4,6,9,8,6
ENSG00000095739,905,811,683,841,1120,1509,1147,1407
ENSG00000175334,62,78,60,81,113,143,74,93
ENSG00000105327,725,675,521,558,479,831,515,715
ENSG00000185825,415,445,438,396,277,382,259,317
ENSG00000105552,15,9,5,8,15,17,11,10
ENSG00000127152,22,38,27,15,15,16,20,19
ENSG00000171791,1,4,2,0,8,19,14,11
ENSG00000171552,502,586,697,482,635,985,684,824
ENSG00000153094,391,419,395,367,300,410,289,391
ENSG00000099968,160,187,164,176,123,202,148,158
ENSG00000129473,49,46,46,22,45,45,37,53
ENSG00000258643,43,59,57,32,26,33,28,23
ENSG00000069399,192,195,222,215,135,233,200,196
ENSG00000106635,23,24,29,12,13,19,11,20
ENSG00000161267,14,9,7,20,18,32,21,11
ENSG00000176697,0,0,0,0,0,0,0,0
ENSG00000126581,89,84,71,62,75,80,70,73
ENSG00000134107,58,47,43,49,42,58,47,36
ENSG00000015475,142,127,183,121,134,210,114,178
ENSG00000110330,20,20,22,11,21,33,17,35
ENSG00000089685,2,4,4,1,2,4,0,2
ENSG00000197299,18,21,19,27,17,30,24,34
ENSG00000108578,7,4,5,11,6,7,8,10
ENSG00000095585,116,150,135,123,219,315,212,253
ENSG00000135441,51,38,51,36,49,49,48,54
ENSG00000186222,30,15,20,16,13,21,21,25
ENSG00000106605,69,60,54,73,39,82,83,69
ENSG00000168283,609,569,541,581,615,981,549,855
ENSG00000125378,11,15,5,12,14,25,10,15
ENSG00000104765,112,100,85,137,119,158,125,130
ENSG00000261236,4,2,2,4,1,5,1,1
ENSG00000012048,1,0,0,4,3,2,1,6
ENSG00000141867,106,137,168,133,79,124,118,126
ENSG00000184992,44,50,61,44,36,47,27,51
ENSG00000172270,680,667,578,600,483,700,587,620
ENSG00000064726,742,796,853,791,570,1019,642,842
ENSG00000132640,143,166,153,137,115,150,146,155
ENSG00000010671,0,1,0,0,0,0,0,0
ENSG00000186470,3,0,0,1,0,0,1,1
ENSG00000156970,7,6,2,2,6,6,10,5
ENSG00000112578,84,50,40,81,44,73,49,57
ENSG00000136261,124,112,117,111,92,124,74,104
,4239,3991,3242,3066,4011,5835,4502,5144
ENSG00000166275,61,57,71,60,98,153,114,129
ENSG00000175573,17,10,9,16,11,21,24,20
ENSG00000151135,64,46,54,44,34,72,45,48
ENSG00000133641,0,0,3,2,1,1,0,0
ENSG00000078237,599,653,647,624,531,692,451,650
ENSG00000111678,142,105,81,128,78,104,65,96
ENSG00000179933,405,423,408,356,302,395,239,313
ENSG00000170270,7,8,3,9,8,5,16,9
ENSG00000087302,1142,1155,1126,1228,768,1044,716,949
ENSG00000070761,65,61,40,55,35,62,49,47
ENSG00000177576,180,157,184,223,231,337,225,291
ENSG00000214212,7,10,10,11,3,5,3,4
ENSG00000123144,634,593,563,629,642,803,573,691
ENSG00000183019,0,0,0,0,0,0,0,0
ENSG00000174917,4,5,2,3,2,2,4,4
ENSG00000221916,12,15,7,13,10,16,8,10
ENSG00000197223,10,9,4,17,10,13,11,8
ENSG00000143633,167,143,154,189,131,238,143,165
ENSG00000143612,1164,987,776,1090,679,1076,778,981
ENSG00000173372,0,0,0,0,0,0,0,0
ENSG00000159403,0,0,1,0,0,2,1,0
ENSG00000243649,38,25,30,26,12,17,5,13
ENSG00000157617,14,6,12,13,5,14,6,8
ENSG00000172375,2,0,0,1,1,1,6,2
ENSG00000111731,106,94,102,76,63,104,73,83
ENSG00000186825,0,0,0,0,0,0,0,2
ENSG00000186132,16,25,20,19,9,18,17,13
ENSG00000125730,0,1,1,1,0,0,0,1
ENSG00000106804,7,6,8,4,8,8,4,12
ENSG00000185127,210,229,206,221,163,211,118,191
ENSG00000204387,1352,1366,1363,1609,684,1021,639,926
ENSG00000112308,884,921,793,799,608,834,571,704
ENSG00000185955,0,0,0,2,1,6,0,0
ENSG00000074410,246,255,256,222,181,264,180,234
ENSG00000104267,78,38,12,34,25,39,26,29
ENSG00000107159,0,0,0,0,0,0,0,2
ENSG00000135932,419,399,359,366,376,551,373,469
ENSG00000196557,156,131,136,114,144,197,229,208
ENSG00000007402,5,3,3,10,4,9,2,4
ENSG00000116161,34,23,33,26,18,38,22,27
ENSG00000198668,112,82,70,87,75,103,61,82
ENSG00000143933,193,168,116,226,169,229,160,188
ENSG00000160014,11,4,2,8,4,0,3,1
ENSG00000179218,838,815,714,731,693,885,655,759
ENSG00000128595,5,9,12,7,7,14,5,7
ENSG00000070808,0,0,0,0,1,0,0,0
ENSG00000118200,242,264,243,220,147,239,175,164
ENSG00000171302,33,21,32,25,19,51,42,29
ENSG00000014216,99,84,58,88,75,131,89,167
ENSG00000126247,355,382,397,379,334,462,359,420
ENSG00000108349,1,9,1,6,6,2,6,0
ENSG00000147044,98,113,77,75,85,114,63,71
ENSG00000137752,0,0,0,0,0,0,0,0
ENSG00000003400,0,0,1,1,2,1,0,0
ENSG00000106144,122,106,114,88,79,122,102,116
ENSG00000164305,27,21,25,24,26,23,16,30
ENSG00000165806,107,109,104,116,54,94,63,91
ENSG00000064012,170,149,139,169,89,93,77,80
ENSG00000132906,22,34,18,27,44,34,35,41
ENSG00000121691,67,62,87,64,61,82,51,83
ENSG00000114423,36,34,35,38,56,59,53,58
ENSG00000159228,208,190,197,213,159,195,176,202
ENSG00000159231,36,26,31,30,20,23,8,14
ENSG00000172785,735,678,719,698,790,1060,814,943
ENSG00000183741,404,419,308,335,375,591,464,523
ENSG00000181378,0,0,0,0,0,0,0,0
ENSG00000103021,8,14,3,9,7,8,5,4
ENSG00000104957,21,13,12,22,11,18,10,11
ENSG00000165813,0,0,0,0,0,0,0,0
ENSG00000173093,40,44,47,44,27,61,36,48
ENSG00000175602,68,69,63,53,73,85,51,75
ENSG00000110104,10,3,4,3,3,4,5,0
ENSG00000119242,51,41,39,39,50,68,47,65
ENSG00000108691,1,0,0,0,0,0,0,0
ENSG00000277632,0,0,0,0,1,0,0,0
ENSG00000275302,0,0,0,0,0,0,0,0
ENSG00000145386,24,9,15,16,13,42,16,21
ENSG00000134057,64,65,60,76,33,70,47,56
ENSG00000100814,89,94,99,110,32,60,41,58
ENSG00000157456,35,24,34,30,31,36,26,28
ENSG00000147082,0,1,0,0,0,0,0,0
ENSG00000110092,30,23,33,23,18,34,23,38
ENSG00000118971,0,0,0,0,0,0,0,0
ENSG00000166946,100,92,94,122,105,152,92,132
ENSG00000105173,2,7,2,2,7,7,6,7
ENSG00000175305,10,6,10,14,9,19,17,17
ENSG00000162063,9,6,12,8,12,18,13,13
ENSG00000113328,373,400,334,389,373,540,340,449
ENSG00000163660,58,75,51,61,40,45,43,53
ENSG00000221978,572,588,630,455,432,707,531,644
ENSG00000152669,10,4,6,21,11,16,14,8
ENSG00000121797,1,1,4,3,1,1,4,2
ENSG00000166226,153,153,107,128,99,128,100,124
ENSG00000163468,201,212,212,207,155,200,109,186
ENSG00000150637,0,0,0,2,0,0,0,0
ENSG00000169217,10,5,6,9,10,8,17,9
ENSG00000167775,20,20,15,19,12,25,18,11
ENSG00000167286,0,0,0,0,2,0,1,3
ENSG00000010610,0,0,0,0,0,0,0,0
ENSG00000101017,0,0,0,0,0,0,0,0
ENSG00000026508,103,100,105,91,54,58,42,46
ENSG00000117335,267,250,215,286,259,360,246,295
ENSG00000196352,848,903,1046,828,412,776,425,626
ENSG00000116815,724,763,818,736,571,894,589,754
ENSG00000110848,0,0,0,0,0,0,1,2
ENSG00000019582,0,1,0,1,0,3,0,2
ENSG00000153563,13,12,8,11,3,1,5,7
ENSG00000123146,9,14,9,15,7,16,13,12
ENSG00000158825,1,0,0,0,0,2,0,0
ENSG00000164045,1,1,1,1,0,1,0,0
ENSG00000101224,819,627,455,678,395,553,459,463
ENSG00000176386,162,168,167,150,130,222,135,173
ENSG00000099804,67,51,38,65,33,62,63,68
ENSG00000158985,24,28,21,25,21,27,28,28
ENSG00000096401,310,308,305,333,259,346,245,273
ENSG00000094804,17,16,17,14,20,18,13,22
ENSG00000170779,4,1,2,5,5,6,5,14
ENSG00000146670,2,1,4,1,0,7,0,4
ENSG00000134690,3,2,1,2,3,1,1,5
ENSG00000039068,292,298,325,245,249,345,220,301
ENSG00000062038,13,25,9,12,22,18,24,19
ENSG00000179776,0,0,0,0,1,0,0,0
ENSG00000103502,209,197,167,231,168,281,175,234
ENSG00000170312,46,44,60,49,52,89,47,53
ENSG00000008128,63,72,115,61,80,114,72,90
ENSG00000248333,87,97,94,63,71,113,81,96
ENSG00000155111,75,91,94,72,73,85,81,92
ENSG00000123374,14,14,11,13,18,26,15,12
ENSG00000135446,1249,1252,1254,1181,741,955,722,819
ENSG00000164885,59,60,44,62,50,52,47,45
ENSG00000176749,6,6,9,9,5,10,6,8
ENSG00000105810,112,128,126,95,154,286,189,254
ENSG00000124762,44,35,21,31,13,14,18,17
ENSG00000111276,261,270,191,243,224,380,240,341
ENSG00000129757,0,0,0,2,4,4,0,4
ENSG00000245848,48,50,39,42,41,48,39,45
ENSG00000221869,21,15,11,12,13,24,13,17
ENSG00000115816,467,536,535,440,406,604,347,474
ENSG00000115163,2,0,2,0,0,0,2,1
ENSG00000125817,348,315,222,260,257,325,236,294
ENSG00000117724,6,4,6,3,10,5,3,13
ENSG00000203760,11,18,20,11,11,16,27,13
ENSG00000166037,2,6,4,5,3,6,7,4
ENSG00000100422,0,0,0,0,0,0,0,0
ENSG00000198848,0,0,0,0,0,0,2,0
ENSG00000153140,179,160,145,139,107,157,95,145
ENSG00000000971,0,0,0,0,0,0,0,0
ENSG00000172757,853,816,944,933,636,1026,773,911
ENSG00000003402,78,59,54,50,41,60,42,59
ENSG00000135346,1,5,0,0,0,4,1,5
ENSG00000163320,59,79,90,77,91,121,60,106
ENSG00000100532,33,22,22,28,19,21,26,27
ENSG00000128965,27,32,36,32,19,30,15,27
ENSG00000131778,209,191,133,146,102,180,139,150
ENSG00000111642,521,494,513,434,357,545,462,560
ENSG00000149554,16,24,16,17,19,29,29,24
ENSG00000183765,10,5,8,5,2,3,3,14
ENSG00000085872,61,57,49,36,32,50,33,31
