Geneid,SRR21043693,SRR21043720,SRR21043752,SRR21043838,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,1,0,0,3,0,0
ENSG00000127837,277,149,217,141,110,122,128,157
ENSG00000090861,446,311,382,303,167,265,185,246
ENSG00000275700,60,41,51,32,23,29,30,23
ENSG00000085563,9,8,6,9,6,8,3,3
ENSG00000023839,106,50,58,59,44,47,38,58
ENSG00000114770,1055,574,673,540,361,546,408,498
ENSG00000164163,23,44,55,39,23,61,28,41
ENSG00000204574,523,340,472,356,241,325,233,283
ENSG00000161204,29,18,20,13,12,11,8,5
ENSG00000160179,5,1,5,2,1,4,6,1
ENSG00000108846,22,10,20,8,10,17,7,17
ENSG00000118777,255,207,235,153,120,202,131,170
ENSG00000163686,17,11,21,7,13,4,7,13
ENSG00000097007,13,19,22,19,10,13,9,8
ENSG00000115361,0,2,0,2,0,0,0,1
ENSG00000120437,83,71,98,72,44,60,29,32
ENSG00000182827,145,94,119,86,65,85,52,75
ENSG00000102977,23,14,23,13,8,11,7,14
ENSG00000159640,11,8,11,4,3,8,6,7
ENSG00000087085,70,28,32,29,22,18,23,21
ENSG00000131473,165,112,253,141,144,137,141,135
ENSG00000123130,4,6,9,2,0,4,1,1
ENSG00000151726,97,85,111,88,74,121,65,70
ENSG00000075624,937,606,944,639,657,858,808,759
ENSG00000266920,1,0,1,1,0,2,0,2
ENSG00000077522,1,1,0,0,0,0,2,0
ENSG00000131966,239,179,231,216,164,203,171,196
ENSG00000137845,305,219,231,180,205,212,140,226
ENSG00000114948,2,2,1,1,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,527,349,380,341,257,338,267,329
ENSG00000065457,15,15,16,14,8,7,13,12
ENSG00000163050,36,32,54,24,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,13,9,8,6,2,4,8,7
ENSG00000187758,0,1,0,0,0,0,0,0
ENSG00000182551,225,158,263,173,142,200,166,176
ENSG00000156110,627,476,582,468,317,449,317,428
ENSG00000148926,20,10,13,7,8,17,13,7
ENSG00000181915,201,156,200,122,116,172,97,126
ENSG00000163485,2,1,5,0,1,2,4,3
ENSG00000128271,3,0,3,3,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,4,0,0,0,1,2,3,2
ENSG00000173020,101,53,78,50,45,52,52,62
ENSG00000239900,0,0,1,2,0,1,2,0
ENSG00000169129,6,1,0,1,3,6,2,3
ENSG00000183077,33,22,37,23,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,78,55,44,42,26,41,35,47
ENSG00000169692,149,108,169,92,77,95,72,90
ENSG00000138678,12,11,21,12,14,17,7,12
ENSG00000188157,1307,1056,1017,943,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,1,0,1,0,0,2,0,1
ENSG00000177674,53,24,60,19,32,34,21,28
ENSG00000156709,337,221,263,200,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,69,54,51,37,28,40,32,38
ENSG00000105127,367,268,271,223,196,304,181,232
ENSG00000011243,17,21,33,11,8,24,12,14
ENSG00000085662,0,1,0,0,0,0,1,0
ENSG00000187134,5,3,10,9,6,8,2,4
ENSG00000196139,200,112,166,142,111,136,158,112
ENSG00000122787,6,3,1,0,0,1,5,0
ENSG00000142208,3790,2516,2852,2060,2074,2868,1990,2424
ENSG00000105221,38,21,16,32,17,29,15,20
ENSG00000117020,2,0,1,1,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,9,12,19,10,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,8,3,6,2,2,3,0,3
ENSG00000159423,119,62,75,58,42,47,48,51
ENSG00000164904,3,0,0,3,1,0,0,0
ENSG00000143149,78,44,67,48,39,50,42,45
ENSG00000149925,2522,2124,2691,1821,1477,2045,1145,1703
