"gene","stat"
"ENSG00000174827",3.27398913803076
"ENSG00000196208",3.24657028303861
"ENSG00000082175",2.61966424306209
"ENSG00000157600",2.60918733480126
"ENSG00000185697",2.60521086631354
"ENSG00000183856",2.56830746226425
"ENSG00000156398",2.49376394513544
"ENSG00000069188",2.4593812090761
"ENSG00000124749",2.44064779532832
"ENSG00000024526",2.28584528063699
"ENSG00000142945",2.2809599631999
"ENSG00000152253",2.28020820498551
"ENSG00000109805",2.22422792694466
"ENSG00000102384",2.21442501060086
"ENSG00000088325",2.20259578407872
"ENSG00000140534",2.20230498322714
"ENSG00000100583",2.15456776295493
"ENSG00000166851",2.14086371658294
"ENSG00000127564",2.11593854463089
"ENSG00000108352",2.10351594766269
"ENSG00000131747",2.07308337775683
"ENSG00000169607",2.04180200631645
"ENSG00000189057",2.01651250476713
"ENSG00000118193",2.01306670472239
"ENSG00000196396",2.01274357559465
"ENSG00000198826",2.00091812081855
"ENSG00000052795",1.99776952499066
"ENSG00000111665",1.99669437522314
"ENSG00000169679",1.98986031124587
"ENSG00000107819",1.98871699676674
"ENSG00000109321",1.98069425103379
"ENSG00000170312",1.95745337102482
"ENSG00000147041",1.95599049002672
"ENSG00000100526",1.94772415602318
"ENSG00000203760",1.93628693085523
"ENSG00000160182",1.9334432459005
"ENSG00000143476",1.89909343743603
"ENSG00000168393",1.89209268416901
"ENSG00000116473",1.89078320086769
"ENSG00000184357",1.88933516021519
"ENSG00000137804",1.88540720236944
"ENSG00000174945",1.86029072963648
"ENSG00000198901",1.85704284097398
"ENSG00000112984",1.84660628491529
"ENSG00000196550",1.84189162257101
"ENSG00000145386",1.84062295523081
"ENSG00000102362",1.82863719680174
"ENSG00000126787",1.82275768904642
"ENSG00000129195",1.80968141590729
"ENSG00000011426",1.8088456608477
"ENSG00000173214",1.80537556494458
"ENSG00000171241",1.80514246324352
"ENSG00000068489",1.79874430417064
"ENSG00000119403",1.78796609817145
"ENSG00000122966",1.78619585201203
"ENSG00000138160",1.77954277802551
"ENSG00000138180",1.76045482106573
"ENSG00000196912",1.74298625146001
"ENSG00000130045",1.72469251182455
"ENSG00000171848",1.72288344100287
"ENSG00000065328",1.72049690924318
"ENSG00000277775",1.7016868952921
"ENSG00000107562",1.6902926616167
"ENSG00000134830",1.67963433631391
"ENSG00000105983",1.6777765896103
"ENSG00000155850",1.67772115124851
"ENSG00000087586",1.67393009717647
"ENSG00000144554",1.66876548632004
"ENSG00000178999",1.6667899046537
"ENSG00000156802",1.66108723262095
"ENSG00000151725",1.65973311746695
"ENSG00000122884",1.65786161069958
"ENSG00000137812",1.65612328813214
"ENSG00000076382",1.6550311195017
"ENSG00000135549",1.64578181156939
"ENSG00000137563",1.6399465919996
"ENSG00000128944",1.63587875324487
"ENSG00000131153",1.63238063992822
"ENSG00000165731",1.6183037232974
"ENSG00000099917",1.61352658582569
"ENSG00000253731",1.60697469838373
"ENSG00000138778",1.60663952549171
"ENSG00000118513",1.58925764553515
"ENSG00000134595",1.56962507344123
"ENSG00000165244",1.5626561256152
"ENSG00000117983",1.55143601861454
"ENSG00000123219",1.54787264984587
"ENSG00000155792",1.54410447896504
"ENSG00000274267",1.54402655441913
"ENSG00000132554",1.54240645663229
"ENSG00000237649",1.53985415027408
"ENSG00000137807",1.53914246314335
"ENSG00000164128",1.53582980799744
"ENSG00000072571",1.52396923820546
"ENSG00000165304",1.52353536895773
"ENSG00000275221",1.51516943880622
"ENSG00000100580",1.50224439367446
"ENSG00000143126",1.50088865550783
"ENSG00000104147",1.49486935472173
"ENSG00000167004",1.48061948436103
"ENSG00000111799",1.47309887009507
"ENSG00000142731",1.46806558839829
"ENSG00000175920",1.46654798842303
"ENSG00000004948",1.46140431514271
"ENSG00000119397",1.46126934546649
"ENSG00000278272",1.45757577014274
"ENSG00000117724",1.45334612313034
"ENSG00000182263",1.4525190410721
"ENSG00000270231",1.44882536019802
"ENSG00000113368",1.44363328050849
"ENSG00000157456",1.44355966750902
"ENSG00000203811",1.44259558946914
"ENSG00000267041",1.44093097307328
"ENSG00000128311",1.43415628886815
"ENSG00000153130",1.42802026331519
"ENSG00000117650",1.4210383398979
"ENSG00000166004",1.40986655627674
"ENSG00000167716",1.40525305561391
"ENSG00000136982",1.40366533446885
"ENSG00000144452",1.40060824578579
"ENSG00000261934",1.39838123270479
"ENSG00000183763",1.39800328741721
"ENSG00000164611",1.39554222681216
"ENSG00000167397",1.39391378522382
"ENSG00000185567",1.39065635692543
"ENSG00000149554",1.38752130358726
"ENSG00000143228",1.3857021691975
"ENSG00000166780",1.38460905011214
"ENSG00000278637",1.37945547726788
"ENSG00000106628",1.37834682066941
"ENSG00000163638",1.37661309869201
"ENSG00000170873",1.37347624352702
"ENSG00000148773",1.37196870626109
"ENSG00000076555",1.36519529323642
"ENSG00000144290",1.36481483241676
"ENSG00000137573",1.36339103122925
"ENSG00000013810",1.35696805132698
"ENSG00000159917",1.35078225643668
"ENSG00000174501",1.34955080420223
"ENSG00000261609",1.3434315117787
"ENSG00000269713",1.33221481975371
"ENSG00000112742",1.33146106163173
"ENSG00000128951",1.33111777491047
"ENSG00000141753",1.32394076111095
"ENSG00000134057",1.32310604788639
