"gene","ensembl_id","stat","log2FoldChange"
"SLC7A5","ENSG00000103257",7.29530840322757e-111,2.14243047304978
"GDF15","ENSG00000130513",2.18959732971434e-95,2.06871996575077
"SLC3A2","ENSG00000168003",1.12291482867554e-83,1.75596723443679
"TBC1D9","ENSG00000109436",2.94919571236193e-82,-1.92394255514473
"LCN2","ENSG00000148346",6.34599221402488e-57,1.95566027446974
"CLIC3","ENSG00000169583",1.100855106574e-55,-1.79006448900359
"G6PD","ENSG00000160211",3.27830241878098e-52,1.21879093425426
"HSPA6","ENSG00000173110",2.78716925491545e-51,3.55734847973657
"SGCG","ENSG00000102683",2.64388588835012e-47,-2.50896663756986
"SPHK1","ENSG00000176170",5.97653115826105e-47,1.90328679480071
"TFF1","ENSG00000160182",1.50010078892971e-43,1.40579120785109
"EVL","ENSG00000196405",2.49659763617966e-43,-1.42773400531549
"KITLG","ENSG00000049130",1.63996155016536e-35,-1.59770143454181
"GREB1","ENSG00000196208",1.36299251892771e-33,1.62632307330052
"CYP1A1","ENSG00000140465",9.54133596985914e-33,1.95147034861875
"KCP","ENSG00000135253",3.35856135598227e-32,2.11928873281949
"HSPA1B","ENSG00000204388",2.65842876104103e-31,1.49051958521671
"TSKU","ENSG00000182704",4.611572151494e-31,1.50184115724523
"RBL2","ENSG00000103479",1.62628514900218e-30,-1.38508199608735
"PPP1R3C","ENSG00000119938",1.10345203664295e-26,-2.50973484075182
"AREG","ENSG00000109321",1.17636960134288e-26,2.12522880376947
"SLC9A2","ENSG00000115616",1.43099006064757e-26,-1.44729094080031
"PSCA","ENSG00000167653",6.72688585413202e-26,-2.15934569570735
"H1-0","ENSG00000189060",2.48175594457512e-25,1.65739245716035
"S100P","ENSG00000163993",7.21661802213006e-25,1.23013462960772
"ESR1","ENSG00000091831",9.15900750258797e-25,-1.26600686038668
"M6PR","ENSG00000003056",1.41417120602348e-24,0.888302440147849
"DUSP4","ENSG00000120875",2.54217788969074e-24,1.68223643149066
"SPTSSA","ENSG00000165389",4.74143775932957e-24,1.05341531417881
"FAM83B","ENSG00000168143",3.05476437493975e-23,-1.20569898427682
"CCDC159","ENSG00000183401",4.11778089103673e-23,-1.25749485701847
"ELP2","ENSG00000134759",5.19382848727601e-23,-0.981914823115641
"SLC12A2","ENSG00000064651",8.06632246995063e-23,-1.03584217804651
"SCD","ENSG00000099194",1.99901066557318e-22,-1.63812737206035
"ERRFI1","ENSG00000116285",3.21488245578585e-22,1.12706080140878
"FTL","ENSG00000087086",3.21488245578585e-22,1.74113353977833
"EEF1A2","ENSG00000101210",3.21488245578585e-22,0.856057490919425
"C17orf58","ENSG00000186665",1.24454013155123e-21,-1.36612757221407
"INTS13","ENSG00000064102",3.03966052591007e-21,-1.0939433635448
"STX3","ENSG00000166900",5.81470336163899e-21,0.985914136716166
"TUBA1B","ENSG00000123416",6.90882404898625e-21,1.3389120624424
"CEP15","ENSG00000114405",6.90882404898625e-21,-1.22976974517394
"PLCB4","ENSG00000101333",7.05378730183804e-21,-1.25329786435824
"KRT81","ENSG00000205426",9.07961476149977e-21,-1.43241967718282
"SYCP2","ENSG00000196074",1.31254999167398e-20,-1.66645135427301
"LSMEM1","ENSG00000181016",2.69566870271169e-20,1.86701609293376
"PSG9","ENSG00000183668",6.97953089468008e-20,2.56801879565699
"PEX13","ENSG00000162928",1.96294903176528e-19,0.948692974392097
"NPY1R","ENSG00000164128",2.38414576480826e-19,-1.08077665104187
"HMOX1","ENSG00000100292",2.89164147505879e-19,1.92594504278631
"BCAS1","ENSG00000064787",2.93394837745617e-19,-2.39321278559714
"DCDC2","ENSG00000146038",8.08305409552793e-19,-1.17189310709684
"ZNF292","ENSG00000188994",8.71347863943842e-19,1.03900146866671
"NCAM2","ENSG00000154654",9.12971153032054e-19,-1.74866422796775
"BLNK","ENSG00000095585",9.69115602612417e-19,-1.29690410108096
"FAM107B","ENSG00000065809",1.62331057296515e-18,-1.28758080771576
"CA5B","ENSG00000169239",2.17367770440972e-18,-1.65365682789581
"HSP90AB1","ENSG00000096384",2.54789482140675e-18,0.791754043509025
"TIPARP","ENSG00000163659",3.75293229759961e-18,1.20091147703569
"PSG3","ENSG00000221826",4.55236328554094e-18,3.08022764461866
"DUSP5","ENSG00000138166",1.05645907627143e-17,1.67514798889742
"SMIM14","ENSG00000163683",2.28029679583947e-17,-0.775128645620378
"SPDEF","ENSG00000124664",3.6582533026535e-17,-1.18393382738859
"KRT8","ENSG00000170421",6.14507635549883e-17,-0.841465461652629
"FREM2","ENSG00000150893",7.23236285724732e-17,-1.42955202842523
"WSB1","ENSG00000109046",7.23236285724732e-17,1.28403570071596
"HEXB","ENSG00000049860",7.85233168175453e-17,0.824193740107395
"PPP1R15A","ENSG00000087074",9.76024975380189e-17,1.22905075788261
"PRRT1B","ENSG00000283526",1.53879283919538e-16,-2.52358693695254
"ARSG","ENSG00000141337",2.52218515222309e-16,-1.43942195523943
"AKT1","ENSG00000142208",3.90007271814243e-16,-0.835195919925253
"ERGIC1","ENSG00000113719",4.45410681103606e-16,-0.787055075615702
"RPL6","ENSG00000089009",7.30946464709584e-16,0.856513591315754
"SPRING1","ENSG00000111412",7.63723098604743e-16,1.21335279227854
"ANXA2","ENSG00000182718",7.63723098604743e-16,-0.691130572460845
"AKAP5","ENSG00000179841",9.09785561805704e-16,-2.60675925458972
"ANXA3","ENSG00000138772",1.02918291887221e-15,-0.981390942823573
"PSG4","ENSG00000243137",1.57712100373718e-15,2.92890571527508
"CSRP1","ENSG00000159176",1.57712100373718e-15,-0.913306080939071
"YPEL3","ENSG00000090238",1.77911312928647e-15,-1.1199609627776
"ID2","ENSG00000115738",1.98207794693831e-15,-1.22999726194405
"CREBRF","ENSG00000164463",2.04636638887113e-15,0.992688727613
