Geneid,SRR21043468,SRR21043559,SRR21043826,SRR21043897,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,1,0,0,0,3,0,0
ENSG00000127837,178,127,113,231,110,122,128,157
ENSG00000090861,341,266,211,336,167,265,185,246
ENSG00000275700,59,45,36,30,23,29,30,23
ENSG00000085563,7,4,4,6,6,8,3,3
ENSG00000023839,35,47,38,52,44,47,38,58
ENSG00000114770,518,528,425,705,361,546,408,498
ENSG00000164163,40,39,46,32,23,61,28,41
ENSG00000204574,331,289,291,365,241,325,233,283
ENSG00000161204,12,12,17,17,12,11,8,5
ENSG00000160179,4,1,2,7,1,4,6,1
ENSG00000108846,7,15,7,19,10,17,7,17
ENSG00000118777,209,174,148,218,120,202,131,170
ENSG00000163686,12,10,6,11,13,4,7,13
ENSG00000097007,12,10,12,7,10,13,9,8
ENSG00000115361,0,0,0,1,0,0,0,1
ENSG00000120437,82,72,48,116,44,60,29,32
ENSG00000182827,103,95,74,107,65,85,52,75
ENSG00000102977,11,12,13,13,8,11,7,14
ENSG00000159640,2,3,4,3,3,8,6,7
ENSG00000087085,29,22,21,32,22,18,23,21
ENSG00000131473,192,153,125,191,144,137,141,135
ENSG00000123130,2,4,2,3,0,4,1,1
ENSG00000151726,96,104,75,122,74,121,65,70
ENSG00000075624,637,557,492,923,657,858,808,759
ENSG00000266920,0,0,0,0,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,212,203,151,195,164,203,171,196
ENSG00000137845,170,192,213,211,205,212,140,226
ENSG00000114948,0,0,5,5,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,309,350,269,351,257,338,267,329
ENSG00000065457,16,9,13,23,8,7,13,12
ENSG00000163050,39,25,18,53,25,33,34,31
ENSG00000155897,1,0,0,0,0,0,0,0
ENSG00000162104,4,4,9,14,2,4,8,7
ENSG00000187758,1,1,2,0,0,0,0,0
ENSG00000182551,173,154,145,286,142,200,166,176
ENSG00000156110,399,460,386,534,317,449,317,428
ENSG00000148926,10,11,18,14,8,17,13,7
ENSG00000181915,172,149,92,156,116,172,97,126
ENSG00000163485,6,10,4,18,1,2,4,3
ENSG00000128271,0,2,1,2,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,4,1,0,0,1,2,3,2
ENSG00000173020,60,67,61,81,45,52,52,62
ENSG00000239900,6,3,0,3,0,1,2,0
ENSG00000169129,4,2,7,9,3,6,2,3
ENSG00000183077,37,27,16,54,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,53,45,33,57,26,41,35,47
ENSG00000169692,117,90,67,120,77,95,72,90
ENSG00000138678,11,8,12,8,14,17,7,12
ENSG00000188157,899,1031,899,840,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,0,0,0,0,0,2,0,1
ENSG00000177674,37,28,24,18,32,34,21,28
ENSG00000156709,202,186,162,213,144,214,139,162
ENSG00000163568,0,1,0,0,0,0,0,0
ENSG00000197976,46,44,36,70,28,40,32,38
ENSG00000105127,276,249,206,268,196,304,181,232
ENSG00000011243,24,25,8,24,8,24,12,14
ENSG00000085662,0,0,0,1,0,0,1,0
ENSG00000187134,2,4,5,6,6,8,2,4
ENSG00000196139,121,87,78,133,111,136,158,112
ENSG00000122787,0,0,0,2,0,1,5,0
ENSG00000142208,2487,2302,2042,2650,2074,2868,1990,2424
ENSG00000105221,13,36,24,25,17,29,15,20
ENSG00000117020,0,0,0,0,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,12,13,18,8,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,3,1,7,3,2,3,0,3
ENSG00000159423,66,47,33,63,42,47,48,51
ENSG00000164904,1,1,0,2,1,0,0,0
ENSG00000143149,72,58,50,43,39,50,42,45
ENSG00000149925,1985,1931,1532,1785,1477,2045,1145,1703
ENSG00000109107,4,10,5,12,7,7,4,9
ENSG00000253710,45,42,38,49,19,49,35,33
ENSG00000159063,3,3,1,2,3,4,2,4
ENSG00000162551,0,0,0,0,0,0,2,0
ENSG00000123505,145,137,134,152,99,170,100,138
ENSG00000162066,100,154,125,124,73,160,102,131
ENSG00000144233,70,61,63,88,49,64,58,78
ENSG00000243480,2,1,0,3,1,3,2,4
ENSG00000214174,4,6,4,14,7,17,10,8
ENSG00000153107,89,83,77,103,52,99,47,92
ENSG00000141552,37,31,21,28,11,30,13,20
ENSG00000089053,1125,1007,818,1197,820,1147,788,912
ENSG00000088448,507,527,466,589,442,576,386,556
ENSG00000132466,14,12,15,20,8,5,7,5
ENSG00000215559,1,4,0,3,2,5,2,8
ENSG00000251056,22,28,32,35,22,36,27,23
ENSG00000206192,1,0,0,0,0,0,2,0
ENSG00000105186,192,142,147,150,118,174,88,116
ENSG00000196912,10,27,14,29,7,18,16,14
ENSG00000160746,112,110,77,125,59,82,44,76
ENSG00000164111,555,547,443,589,442,636,404,602
ENSG00000138279,241,172,160,256,145,152,153,172
ENSG00000166747,142,121,91,174,64,110,107,70
ENSG00000106367,974,764,716,1119,507,714,582,571
ENSG00000183020,5,11,9,13,12,8,11,7
ENSG00000161203,23,10,10,23,5,13,14,11
ENSG00000132842,155,128,91,180,97,107,103,94
ENSG00000221838,28,45,25,42,22,40,32,25
ENSG00000011132,6,6,11,19,10,20,9,17
ENSG00000163697,159,147,129,205,143,186,161,177
ENSG00000171388,0,0,0,0,0,0,1,1
ENSG00000110244,0,0,0,1,0,1,1,1
ENSG00000239713,0,0,0,0,0,1,1,0
ENSG00000110245,0,0,0,0,0,0,0,0
ENSG00000189058,49,30,42,51,85,80,71,69
ENSG00000130203,0,2,0,1,0,2,1,0
ENSG00000184831,74,66,41,61,34,44,23,30
ENSG00000256053,428,349,285,350,292,447,247,383
ENSG00000142192,347,255,274,229,234,432,210,362
ENSG00000062725,2490,2465,2068,3224,2002,2996,2263,2718
ENSG00000157500,3,5,3,7,1,2,4,8
ENSG00000165272,11,10,8,18,8,12,18,9
ENSG00000086159,0,0,1,0,0,1,0,0
ENSG00000103569,0,0,0,0,0,0,0,0
ENSG00000109321,85,62,50,76,40,51,28,32
ENSG00000143761,54,26,42,64,31,74,52,44
ENSG00000004059,18,17,21,19,10,20,12,16
ENSG00000101199,128,143,123,161,122,165,128,142
ENSG00000242247,52,38,30,61,25,50,30,33
ENSG00000124198,187,205,150,259,123,227,165,165
ENSG00000132254,62,65,50,72,52,91,53,71
ENSG00000134884,212,186,202,226,252,282,208,265
ENSG00000175220,18,20,19,27,18,26,22,22
ENSG00000147256,2,1,0,3,0,0,0,0
ENSG00000196914,254,272,191,258,205,317,206,273
ENSG00000116584,24,43,28,31,26,24,19,21
ENSG00000129675,0,0,0,3,0,0,0,0
ENSG00000131089,78,70,61,107,44,53,49,66
ENSG00000054267,305,251,245,337,175,285,224,272
ENSG00000182196,395,327,280,396,290,466,254,370
ENSG00000144746,220,159,128,188,101,135,102,117
ENSG00000241553,30,15,23,18,6,23,20,11
ENSG00000162704,35,31,22,45,42,60,46,50
ENSG00000136950,232,252,170,279,185,212,155,199
ENSG00000128989,178,191,167,272,188,220,225,232
ENSG00000157399,0,0,0,0,0,0,0,0
ENSG00000104763,26,33,18,12,33,33,26,36
ENSG00000102048,15,28,10,21,20,31,20,22
ENSG00000112249,132,183,148,229,153,201,156,180
ENSG00000198356,115,69,80,114,76,115,63,87
ENSG00000066279,4,10,1,1,1,3,0,0
ENSG00000106819,1,0,1,2,2,2,1,2
ENSG00000123268,6,1,6,4,4,7,1,9
ENSG00000162772,5,3,6,1,4,7,7,13
ENSG00000169136,101,128,80,113,78,89,64,94
ENSG00000118217,53,47,39,56,47,58,31,58
ENSG00000213676,181,214,174,165,159,194,137,179
ENSG00000144848,151,121,133,160,137,188,148,173
ENSG00000138363,131,121,108,190,107,104,95,96
ENSG00000166454,176,83,113,99,137,158,113,139
ENSG00000145246,0,0,1,0,0,0,0,0
ENSG00000058063,117,89,75,128,73,91,63,93
ENSG00000143153,366,288,263,338,255,384,228,298
ENSG00000017260,276,243,160,369,114,244,182,159
ENSG00000165629,3511,2719,2185,3378,2075,2860,1706,2449
ENSG00000099624,109,75,78,110,40,63,61,51
ENSG00000135390,1080,790,708,1176,676,986,646,857
ENSG00000154518,316,269,285,279,223,241,182,223
ENSG00000167863,1434,964,834,1329,969,1311,850,1100
ENSG00000169020,1359,1098,925,1452,1077,1396,858,1163
ENSG00000241468,314,157,145,297,131,199,219,172
ENSG00000106246,10,8,7,10,12,8,3,2
ENSG00000241837,951,674,629,881,420,660,417,620
ENSG00000125375,19,12,22,27,17,30,19,21
ENSG00000033627,5,4,2,4,7,2,2,4
ENSG00000117410,12,12,12,12,8,10,10,10
ENSG00000185883,243,215,195,377,271,343,318,264
ENSG00000159720,1173,922,834,916,820,1106,645,919
ENSG00000100554,516,424,303,414,319,471,273,425
ENSG00000066427,170,175,124,207,120,172,122,165
ENSG00000087586,49,33,23,44,12,18,16,14
ENSG00000178999,37,42,34,43,21,16,15,18
ENSG00000155096,106,83,73,89,47,98,63,86
ENSG00000166710,317,254,205,278,295,354,168,288
ENSG00000183778,37,27,31,47,33,43,48,25
ENSG00000109956,0,0,0,0,0,0,0,0
ENSG00000174684,0,0,0,0,0,0,0,0
ENSG00000086062,2,4,1,3,4,3,2,4
ENSG00000158470,10,6,9,3,6,5,5,4
ENSG00000027847,130,107,103,140,84,91,68,85
ENSG00000136881,4,2,2,4,2,2,1,5
ENSG00000186318,47,50,43,62,34,43,28,36
ENSG00000182240,6,7,5,5,9,8,8,3
ENSG00000002330,2,3,3,5,2,2,6,0
ENSG00000151929,241,220,205,273,204,258,211,274
ENSG00000204463,285,269,220,364,205,322,226,257
ENSG00000030110,3,1,2,4,6,9,8,6
ENSG00000095739,1404,1149,1006,1902,1120,1509,1147,1407
ENSG00000175334,146,90,76,112,113,143,74,93
ENSG00000105327,570,538,437,614,479,831,515,715
ENSG00000185825,444,350,323,433,277,382,259,317
ENSG00000105552,7,12,17,15,15,17,11,10
ENSG00000127152,14,30,9,30,15,16,20,19
ENSG00000171791,19,24,26,18,8,19,14,11
ENSG00000171552,821,829,718,1008,635,985,684,824
ENSG00000153094,441,378,330,386,300,410,289,391
ENSG00000099968,152,150,151,181,123,202,148,158
ENSG00000129473,48,55,35,54,45,45,37,53
ENSG00000258643,27,52,30,32,26,33,28,23
ENSG00000069399,201,208,162,267,135,233,200,196
ENSG00000106635,26,20,18,28,13,19,11,20
ENSG00000161267,11,9,16,22,18,32,21,11
ENSG00000176697,1,0,0,0,0,0,0,0
ENSG00000126581,103,83,65,121,75,80,70,73
ENSG00000134107,45,40,35,53,42,58,47,36
ENSG00000015475,205,173,130,161,134,210,114,178
ENSG00000110330,28,35,29,27,21,33,17,35
ENSG00000089685,4,4,9,4,2,4,0,2
ENSG00000197299,39,40,30,54,17,30,24,34
ENSG00000108578,7,2,6,3,6,7,8,10
ENSG00000095585,249,246,217,256,219,315,212,253
ENSG00000135441,90,72,43,106,49,49,48,54
ENSG00000186222,17,20,9,21,13,21,21,25
ENSG00000106605,88,58,91,142,39,82,83,69
ENSG00000168283,743,667,655,769,615,981,549,855
ENSG00000125378,26,16,15,13,14,25,10,15
ENSG00000104765,165,132,138,212,119,158,125,130
ENSG00000261236,6,2,2,7,1,5,1,1
ENSG00000012048,8,2,3,2,3,2,1,6
ENSG00000141867,150,135,107,214,79,124,118,126
ENSG00000184992,61,52,54,55,36,47,27,51
ENSG00000172270,700,561,530,840,483,700,587,620
ENSG00000064726,1011,918,750,1107,570,1019,642,842
ENSG00000132640,215,165,157,239,115,150,146,155
ENSG00000010671,2,0,0,0,0,0,0,0
ENSG00000186470,0,1,3,0,0,0,1,1
ENSG00000156970,7,8,11,12,6,6,10,5
ENSG00000112578,54,60,54,61,44,73,49,57
ENSG00000136261,177,114,132,134,92,124,74,104
,4415,4122,3912,4253,4011,5835,4502,5144
ENSG00000166275,143,104,108,165,98,153,114,129
ENSG00000175573,22,11,16,39,11,21,24,20
ENSG00000151135,67,65,41,80,34,72,45,48
ENSG00000133641,1,4,0,1,1,1,0,0
ENSG00000078237,697,577,481,627,531,692,451,650
ENSG00000111678,143,111,112,142,78,104,65,96
ENSG00000179933,502,365,297,436,302,395,239,313
ENSG00000170270,4,9,7,13,8,5,16,9
ENSG00000087302,1132,1012,797,1302,768,1044,716,949
ENSG00000070761,77,38,44,76,35,62,49,47
ENSG00000177576,326,227,210,364,231,337,225,291
ENSG00000214212,7,3,12,6,3,5,3,4
ENSG00000123144,740,629,562,912,642,803,573,691
ENSG00000183019,0,0,0,0,0,0,0,0
ENSG00000174917,4,4,3,1,2,2,4,4
ENSG00000221916,16,13,20,12,10,16,8,10
ENSG00000197223,9,12,8,22,10,13,11,8
ENSG00000143633,211,169,145,226,131,238,143,165
ENSG00000143612,1092,809,829,1110,679,1076,778,981
ENSG00000173372,0,0,0,0,0,0,0,0
ENSG00000159403,0,4,0,2,0,2,1,0
ENSG00000243649,14,25,6,12,12,17,5,13
ENSG00000157617,11,8,1,9,5,14,6,8
ENSG00000172375,1,2,2,0,1,1,6,2
ENSG00000111731,112,110,64,158,63,104,73,83
ENSG00000186825,0,0,0,0,0,0,0,2
ENSG00000186132,14,10,9,18,9,18,17,13
ENSG00000125730,2,0,0,8,0,0,0,1
ENSG00000106804,13,12,10,7,8,8,4,12
