Geneid,SRR21043279,SRR21043675,SRR21043742,SRR21043820,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,1,0,0,0,0,3,0,0
ENSG00000127837,183,239,165,179,110,122,128,157
ENSG00000090861,336,297,266,375,167,265,185,246
ENSG00000275700,47,38,27,36,23,29,30,23
ENSG00000085563,4,12,1,3,6,8,3,3
ENSG00000023839,51,63,47,58,44,47,38,58
ENSG00000114770,517,814,493,575,361,546,408,498
ENSG00000164163,35,37,32,43,23,61,28,41
ENSG00000204574,297,371,286,332,241,325,233,283
ENSG00000161204,12,24,12,17,12,11,8,5
ENSG00000160179,1,3,4,7,1,4,6,1
ENSG00000108846,15,23,17,21,10,17,7,17
ENSG00000118777,172,172,193,213,120,202,131,170
ENSG00000163686,16,9,15,11,13,4,7,13
ENSG00000097007,20,17,17,19,10,13,9,8
ENSG00000115361,0,0,1,0,0,0,0,1
ENSG00000120437,71,69,72,70,44,60,29,32
ENSG00000182827,99,129,106,130,65,85,52,75
ENSG00000102977,13,15,13,13,8,11,7,14
ENSG00000159640,5,10,4,14,3,8,6,7
ENSG00000087085,21,65,23,40,22,18,23,21
ENSG00000131473,126,145,164,158,144,137,141,135
ENSG00000123130,2,1,2,5,0,4,1,1
ENSG00000151726,105,108,100,91,74,121,65,70
ENSG00000075624,656,868,733,716,657,858,808,759
ENSG00000266920,0,1,1,1,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,192,262,186,227,164,203,171,196
ENSG00000137845,205,259,157,177,205,212,140,226
ENSG00000114948,2,1,3,1,1,3,3,1
ENSG00000087116,0,2,0,0,0,0,0,0
ENSG00000197381,302,450,219,296,257,338,267,329
ENSG00000065457,5,11,5,8,8,7,13,12
ENSG00000163050,42,77,31,29,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,6,6,6,11,2,4,8,7
ENSG00000187758,0,0,0,0,0,0,0,0
ENSG00000182551,158,224,170,181,142,200,166,176
ENSG00000156110,445,506,350,474,317,449,317,428
ENSG00000148926,15,18,9,14,8,17,13,7
ENSG00000181915,158,190,113,144,116,172,97,126
ENSG00000163485,3,16,5,7,1,2,4,3
ENSG00000128271,3,2,1,3,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,1,2,4,0,1,2,3,2
ENSG00000173020,78,81,64,89,45,52,52,62
ENSG00000239900,5,3,0,2,0,1,2,0
ENSG00000169129,2,5,1,6,3,6,2,3
ENSG00000183077,28,30,32,23,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,48,55,47,46,26,41,35,47
ENSG00000169692,106,149,96,151,77,95,72,90
ENSG00000138678,8,10,17,18,14,17,7,12
ENSG00000188157,889,1144,635,837,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,0,0,0,0,0,2,0,1
ENSG00000177674,30,41,27,36,32,34,21,28
ENSG00000156709,188,300,185,205,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,47,53,51,72,28,40,32,38
ENSG00000105127,230,318,207,249,196,304,181,232
ENSG00000011243,16,25,18,28,8,24,12,14
ENSG00000085662,0,2,3,1,0,0,1,0
ENSG00000187134,8,9,4,2,6,8,2,4
ENSG00000196139,100,140,78,125,111,136,158,112
ENSG00000122787,2,1,0,0,0,1,5,0
ENSG00000142208,2397,3172,1974,2375,2074,2868,1990,2424
ENSG00000105221,22,39,30,30,17,29,15,20
ENSG00000117020,0,0,0,0,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,9,13,12,14,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,1,4,2,4,2,3,0,3
ENSG00000159423,42,92,68,74,42,47,48,51
