Geneid,SRR21043436,SRR21043518,SRR21043601,SRR21043876,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,2,0,0,0,3,0,0
ENSG00000127837,178,157,205,163,110,122,128,157
ENSG00000090861,308,356,371,299,167,265,185,246
ENSG00000275700,30,39,63,32,23,29,30,23
ENSG00000085563,2,6,12,1,6,8,3,3
ENSG00000023839,55,56,91,49,44,47,38,58
ENSG00000114770,589,590,888,429,361,546,408,498
ENSG00000164163,33,44,43,41,23,61,28,41
ENSG00000204574,303,351,419,322,241,325,233,283
ENSG00000161204,11,14,28,19,12,11,8,5
ENSG00000160179,1,4,5,4,1,4,6,1
ENSG00000108846,18,21,21,14,10,17,7,17
ENSG00000118777,205,204,201,186,120,202,131,170
ENSG00000163686,10,14,6,12,13,4,7,13
ENSG00000097007,16,30,16,15,10,13,9,8
ENSG00000115361,0,0,0,1,0,0,0,1
ENSG00000120437,58,69,72,82,44,60,29,32
ENSG00000182827,82,91,133,89,65,85,52,75
ENSG00000102977,12,20,14,9,8,11,7,14
ENSG00000159640,5,5,10,7,3,8,6,7
ENSG00000087085,34,48,82,26,22,18,23,21
ENSG00000131473,146,172,137,146,144,137,141,135
ENSG00000123130,3,7,1,2,0,4,1,1
ENSG00000151726,71,120,72,144,74,121,65,70
ENSG00000075624,617,797,752,818,657,858,808,759
ENSG00000266920,1,2,0,2,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,182,241,190,220,164,203,171,196
ENSG00000137845,240,219,273,155,205,212,140,226
ENSG00000114948,3,0,4,1,1,3,3,1
ENSG00000087116,0,0,1,0,0,0,0,0
ENSG00000197381,296,300,428,258,257,338,267,329
ENSG00000065457,12,14,7,20,8,7,13,12
ENSG00000163050,17,30,37,29,25,33,34,31
ENSG00000155897,0,0,0,1,0,0,0,0
ENSG00000162104,7,9,8,4,2,4,8,7
ENSG00000187758,0,0,0,0,0,0,0,0
ENSG00000182551,150,201,194,187,142,200,166,176
ENSG00000156110,460,514,500,423,317,449,317,428
ENSG00000148926,12,17,11,10,8,17,13,7
ENSG00000181915,150,156,168,127,116,172,97,126
ENSG00000163485,2,4,8,3,1,2,4,3
ENSG00000128271,0,6,1,1,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,1,3,0,0,1,2,3,2
ENSG00000173020,65,93,105,66,45,52,52,62
ENSG00000239900,3,3,1,2,0,1,2,0
ENSG00000169129,1,2,4,4,3,6,2,3
ENSG00000183077,34,23,31,16,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,44,39,58,34,26,41,35,47
ENSG00000169692,129,147,149,130,77,95,72,90
ENSG00000138678,8,11,11,19,14,17,7,12
ENSG00000188157,863,937,1154,704,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,0,1,0,0,0,2,0,1
ENSG00000177674,27,39,21,21,32,34,21,28
ENSG00000156709,170,204,257,200,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,43,58,73,51,28,40,32,38
ENSG00000105127,275,244,311,215,196,304,181,232
ENSG00000011243,24,25,25,19,8,24,12,14
ENSG00000085662,0,1,0,1,0,0,1,0
