Geneid,SRR21043225,SRR21043307,SRR21043464,SRR21043893,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,1,0,0,0,3,0,0
ENSG00000127837,177,216,151,165,110,122,128,157
ENSG00000090861,528,491,473,384,167,265,185,246
ENSG00000275700,72,34,30,38,23,29,30,23
ENSG00000085563,1,0,0,0,6,8,3,3
ENSG00000023839,81,60,73,61,44,47,38,58
ENSG00000114770,308,223,205,199,361,546,408,498
ENSG00000164163,55,55,53,48,23,61,28,41
ENSG00000204574,334,347,300,355,241,325,233,283
ENSG00000161204,22,14,9,5,12,11,8,5
ENSG00000160179,1,3,1,0,1,4,6,1
ENSG00000108846,72,73,52,50,10,17,7,17
ENSG00000118777,239,185,223,163,120,202,131,170
ENSG00000163686,15,13,20,13,13,4,7,13
ENSG00000097007,14,9,10,13,10,13,9,8
ENSG00000115361,0,0,0,1,0,0,0,1
ENSG00000120437,39,62,35,48,44,60,29,32
ENSG00000182827,137,134,95,87,65,85,52,75
ENSG00000102977,20,9,10,7,8,11,7,14
ENSG00000159640,4,4,4,0,3,8,6,7
ENSG00000087085,36,19,23,17,22,18,23,21
ENSG00000131473,91,104,90,133,144,137,141,135
ENSG00000123130,2,3,5,7,0,4,1,1
ENSG00000151726,79,109,87,86,74,121,65,70
ENSG00000075624,603,891,551,767,657,858,808,759
ENSG00000266920,0,0,0,3,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,237,228,233,255,164,203,171,196
ENSG00000137845,287,206,260,178,205,212,140,226
ENSG00000114948,4,3,2,1,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,247,202,216,210,257,338,267,329
ENSG00000065457,7,13,12,13,8,7,13,12
ENSG00000163050,30,15,9,16,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,7,4,4,2,2,4,8,7
ENSG00000187758,0,0,0,0,0,0,0,0
ENSG00000182551,97,112,87,121,142,200,166,176
ENSG00000156110,517,398,378,462,317,449,317,428
ENSG00000148926,8,18,16,5,8,17,13,7
ENSG00000181915,131,128,140,154,116,172,97,126
ENSG00000163485,3,3,5,3,1,2,4,3
ENSG00000128271,5,3,0,0,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,2,0,0,0,1,2,3,2
ENSG00000173020,80,123,64,70,45,52,52,62
ENSG00000239900,0,2,1,0,0,1,2,0
ENSG00000169129,0,3,0,1,3,6,2,3
ENSG00000183077,40,47,24,36,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,43,35,49,29,26,41,35,47
ENSG00000169692,125,93,111,90,77,95,72,90
ENSG00000138678,22,16,23,10,14,17,7,12
ENSG00000188157,1347,1012,1191,1133,846,1082,729,880
ENSG00000135744,0,0,0,0,0,0,0,0
ENSG00000144891,0,0,0,1,0,2,0,1
ENSG00000177674,42,45,28,56,32,34,21,28
ENSG00000156709,203,200,186,173,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,70,74,62,43,28,40,32,38
ENSG00000105127,306,249,219,256,196,304,181,232
ENSG00000011243,16,23,11,18,8,24,12,14
ENSG00000085662,0,3,0,5,0,0,1,0
ENSG00000187134,17,21,11,5,6,8,2,4
ENSG00000196139,131,170,114,137,111,136,158,112
ENSG00000122787,0,1,0,1,0,1,5,0
ENSG00000142208,2116,1841,1908,1905,2074,2868,1990,2424
ENSG00000105221,39,36,13,14,17,29,15,20
ENSG00000117020,1,2,0,0,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,4,17,7,10,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,5,6,5,0,2,3,0,3
ENSG00000159423,40,62,31,27,42,47,48,51
ENSG00000164904,1,0,0,0,1,0,0,0
ENSG00000143149,64,35,51,28,39,50,42,45
ENSG00000149925,2023,1667,2089,1798,1477,2045,1145,1703
ENSG00000109107,3,4,3,2,7,7,4,9
ENSG00000253710,54,56,54,56,19,49,35,33
ENSG00000159063,0,4,4,7,3,4,2,4
ENSG00000162551,0,0,0,1,0,0,2,0
ENSG00000123505,193,142,180,202,99,170,100,138
ENSG00000162066,173,192,138,105,73,160,102,131
ENSG00000144233,86,83,76,59,49,64,58,78
ENSG00000243480,1,0,3,5,1,3,2,4
ENSG00000214174,11,6,4,3,7,17,10,8
ENSG00000153107,83,87,97,99,52,99,47,92
ENSG00000141552,36,35,30,34,11,30,13,20
ENSG00000089053,1032,742,892,1023,820,1147,788,912
ENSG00000088448,568,438,471,396,442,576,386,556
ENSG00000132466,13,13,20,6,8,5,7,5
ENSG00000215559,8,1,3,0,2,5,2,8
ENSG00000251056,41,13,25,19,22,36,27,23
ENSG00000206192,0,0,0,0,0,0,2,0
ENSG00000105186,169,164,138,159,118,174,88,116
ENSG00000196912,32,12,12,5,7,18,16,14
ENSG00000160746,121,95,98,121,59,82,44,76
