Geneid,SRR21043239,SRR21043478,SRR21043635,SRR21043907,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,0,0,0,3,0,0
ENSG00000127837,212,188,171,223,110,122,128,157
ENSG00000090861,418,396,416,511,167,265,185,246
ENSG00000275700,51,43,50,65,23,29,30,23
ENSG00000085563,6,2,5,10,6,8,3,3
ENSG00000023839,69,64,69,81,44,47,38,58
ENSG00000114770,638,717,806,1042,361,546,408,498
ENSG00000164163,47,43,41,53,23,61,28,41
ENSG00000204574,387,379,352,446,241,325,233,283
ENSG00000161204,30,18,25,22,12,11,8,5
ENSG00000160179,3,2,3,2,1,4,6,1
ENSG00000108846,26,23,17,27,10,17,7,17
ENSG00000118777,169,199,201,278,120,202,131,170
ENSG00000163686,14,19,17,11,13,4,7,13
ENSG00000097007,21,22,9,24,10,13,9,8
ENSG00000115361,0,0,0,0,0,0,0,1
ENSG00000120437,76,80,76,79,44,60,29,32
ENSG00000182827,117,103,113,139,65,85,52,75
ENSG00000102977,10,18,5,24,8,11,7,14
ENSG00000159640,4,9,8,4,3,8,6,7
ENSG00000087085,38,46,40,66,22,18,23,21
ENSG00000131473,184,140,133,127,144,137,141,135
ENSG00000123130,1,4,2,2,0,4,1,1
ENSG00000151726,118,102,99,109,74,121,65,70
ENSG00000075624,847,747,577,855,657,858,808,759
ENSG00000266920,0,1,0,1,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,227,234,171,259,164,203,171,196
ENSG00000137845,222,244,261,331,205,212,140,226
ENSG00000114948,2,1,1,2,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,400,373,368,516,257,338,267,329
ENSG00000065457,12,19,11,11,8,7,13,12
ENSG00000163050,31,42,41,45,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,19,10,6,7,2,4,8,7
ENSG00000187758,0,2,1,0,0,0,0,0
ENSG00000182551,253,204,150,198,142,200,166,176
ENSG00000156110,542,542,497,668,317,449,317,428
ENSG00000148926,9,10,14,17,8,17,13,7
ENSG00000181915,165,173,159,208,116,172,97,126
ENSG00000163485,1,2,1,3,1,2,4,3
ENSG00000128271,7,1,1,1,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,0,1,1,3,1,2,3,2
ENSG00000173020,91,79,95,106,45,52,52,62
ENSG00000239900,2,1,0,2,0,1,2,0
ENSG00000169129,2,0,4,0,3,6,2,3
ENSG00000183077,26,29,26,33,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,50,60,53,49,26,41,35,47
ENSG00000169692,129,141,116,154,77,95,72,90
ENSG00000138678,22,18,11,22,14,17,7,12
ENSG00000188157,1104,1148,1146,1560,846,1082,729,880
ENSG00000135744,0,0,1,0,0,0,0,0
ENSG00000144891,0,1,0,0,0,2,0,1
ENSG00000177674,29,39,24,35,32,34,21,28
ENSG00000156709,247,229,197,277,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,67,59,58,76,28,40,32,38
ENSG00000105127,285,312,294,409,196,304,181,232
ENSG00000011243,34,10,11,27,8,24,12,14
ENSG00000085662,2,0,1,0,0,0,1,0
ENSG00000187134,5,9,8,6,6,8,2,4
ENSG00000196139,134,104,90,135,111,136,158,112
ENSG00000122787,3,0,1,1,0,1,5,0
ENSG00000142208,2724,2821,3000,3859,2074,2868,1990,2424
ENSG00000105221,36,30,40,55,17,29,15,20
ENSG00000117020,1,0,0,0,0,0,0,1
ENSG00000163631,0,0,0,0,0,0,0,0
ENSG00000059573,15,10,21,15,4,14,14,14
ENSG00000165092,0,0,0,0,0,0,0,0
ENSG00000111275,1,2,6,3,2,3,0,3
ENSG00000159423,77,51,82,93,42,47,48,51
ENSG00000164904,4,2,3,1,1,0,0,0
ENSG00000143149,43,66,77,75,39,50,42,45
ENSG00000149925,2234,2437,2265,2745,1477,2045,1145,1703
ENSG00000109107,19,11,6,9,7,7,4,9
ENSG00000253710,45,76,51,62,19,49,35,33
ENSG00000159063,5,1,3,4,3,4,2,4
ENSG00000162551,0,0,0,1,0,0,2,0
ENSG00000123505,177,124,141,181,99,170,100,138
ENSG00000162066,183,180,201,284,73,160,102,131
ENSG00000144233,105,109,90,128,49,64,58,78
ENSG00000243480,4,5,0,1,1,3,2,4
ENSG00000214174,9,9,2,9,7,17,10,8
ENSG00000153107,103,118,84,112,52,99,47,92
ENSG00000141552,36,36,34,43,11,30,13,20
ENSG00000089053,1118,1185,1101,1512,820,1147,788,912
ENSG00000088448,576,647,689,917,442,576,386,556
ENSG00000132466,20,17,13,17,8,5,7,5
ENSG00000215559,6,2,7,2,2,5,2,8
ENSG00000251056,29,30,36,49,22,36,27,23
ENSG00000206192,0,0,0,0,0,0,2,0
ENSG00000105186,186,206,223,256,118,174,88,116
ENSG00000196912,25,18,31,36,7,18,16,14
ENSG00000160746,110,108,118,119,59,82,44,76
ENSG00000164111,689,627,540,719,442,636,404,602
ENSG00000138279,231,226,196,256,145,152,153,172
ENSG00000166747,155,156,102,129,64,110,107,70
ENSG00000106367,948,888,883,1168,507,714,582,571
ENSG00000183020,13,12,24,14,12,8,11,7
ENSG00000161203,12,19,19,24,5,13,14,11
ENSG00000132842,152,143,132,168,97,107,103,94
ENSG00000221838,39,33,45,78,22,40,32,25
ENSG00000011132,33,14,10,25,10,20,9,17
ENSG00000163697,219,193,171,224,143,186,161,177
ENSG00000171388,0,0,2,0,0,0,1,1
ENSG00000110244,0,0,0,0,0,1,1,1
ENSG00000239713,1,0,1,1,0,1,1,0
ENSG00000110245,0,0,0,0,0,0,0,0
ENSG00000189058,68,69,62,98,85,80,71,69
ENSG00000130203,0,1,0,1,0,2,1,0
ENSG00000184831,70,58,63,58,34,44,23,30
ENSG00000256053,386,429,397,584,292,447,247,383
ENSG00000142192,355,415,416,452,234,432,210,362
ENSG00000062725,3064,3013,2750,3714,2002,2996,2263,2718
ENSG00000157500,6,5,0,12,1,2,4,8
ENSG00000165272,10,15,3,14,8,12,18,9
ENSG00000086159,1,2,0,0,0,1,0,0
ENSG00000103569,0,0,0,0,0,0,0,0
ENSG00000109321,55,39,43,54,40,51,28,32
ENSG00000143761,64,60,50,43,31,74,52,44
ENSG00000004059,28,20,20,14,10,20,12,16
ENSG00000101199,169,161,178,227,122,165,128,142
ENSG00000242247,63,62,54,84,25,50,30,33
ENSG00000124198,292,241,250,314,123,227,165,165
ENSG00000132254,108,103,58,102,52,91,53,71
ENSG00000134884,276,252,209,298,252,282,208,265
ENSG00000175220,28,27,13,35,18,26,22,22
ENSG00000147256,0,0,0,0,0,0,0,0
ENSG00000196914,270,307,323,379,205,317,206,273
ENSG00000116584,45,40,40,49,26,24,19,21
ENSG00000129675,0,0,0,0,0,0,0,0
ENSG00000131089,65,75,86,79,44,53,49,66
ENSG00000054267,299,375,309,411,175,285,224,272
ENSG00000182196,362,422,430,594,290,466,254,370
ENSG00000144746,175,205,183,249,101,135,102,117
ENSG00000241553,36,37,11,31,6,23,20,11
ENSG00000162704,64,42,27,42,42,60,46,50
ENSG00000136950,289,344,258,385,185,212,155,199
ENSG00000128989,275,225,213,266,188,220,225,232
ENSG00000157399,0,0,0,0,0,0,0,0
ENSG00000104763,19,43,25,20,33,33,26,36
ENSG00000102048,27,17,30,32,20,31,20,22
ENSG00000112249,204,188,222,308,153,201,156,180
ENSG00000198356,113,136,99,162,76,115,63,87
ENSG00000066279,2,3,3,2,1,3,0,0
ENSG00000106819,1,1,2,6,2,2,1,2
ENSG00000123268,5,3,6,7,4,7,1,9
ENSG00000162772,10,7,10,13,4,7,7,13
ENSG00000169136,121,130,140,153,78,89,64,94
ENSG00000118217,76,72,65,92,47,58,31,58
ENSG00000213676,263,232,205,286,159,194,137,179
ENSG00000144848,177,166,114,168,137,188,148,173
ENSG00000138363,181,170,115,191,107,104,95,96
ENSG00000166454,167,160,119,128,137,158,113,139
ENSG00000145246,0,0,0,0,0,0,0,0
ENSG00000058063,139,127,112,131,73,91,63,93
ENSG00000143153,290,370,298,465,255,384,228,298
ENSG00000017260,279,291,316,366,114,244,182,159
ENSG00000165629,2905,3400,2894,4131,2075,2860,1706,2449
ENSG00000099624,106,133,118,161,40,63,61,51
ENSG00000135390,1187,1078,800,1121,676,986,646,857
ENSG00000154518,332,320,322,339,223,241,182,223
ENSG00000167863,1369,1272,1045,1462,969,1311,850,1100
ENSG00000169020,1239,1294,1157,1654,1077,1396,858,1163
ENSG00000241468,246,191,151,199,131,199,219,172
ENSG00000106246,11,10,13,19,12,8,3,2
ENSG00000241837,793,857,644,946,420,660,417,620
ENSG00000125375,35,38,21,38,17,30,19,21
ENSG00000033627,12,1,5,9,7,2,2,4
ENSG00000117410,18,7,10,16,8,10,10,10
ENSG00000185883,350,312,223,300,271,343,318,264
ENSG00000159720,1194,1117,955,1631,820,1106,645,919
ENSG00000100554,501,500,494,632,319,471,273,425
ENSG00000066427,172,175,162,239,120,172,122,165
ENSG00000087586,29,12,15,32,12,18,16,14
ENSG00000178999,22,21,10,9,21,16,15,18
ENSG00000155096,123,127,136,150,47,98,63,86
ENSG00000166710,298,307,262,342,295,354,168,288
ENSG00000183778,60,36,36,36,33,43,48,25
ENSG00000109956,0,0,0,0,0,0,0,0
ENSG00000174684,0,0,0,0,0,0,0,0
ENSG00000086062,10,5,0,2,4,3,2,4
ENSG00000158470,10,6,5,9,6,5,5,4
ENSG00000027847,138,118,152,190,84,91,68,85
ENSG00000136881,3,2,2,10,2,2,1,5
ENSG00000186318,75,65,46,73,34,43,28,36
ENSG00000182240,17,8,12,11,9,8,8,3
ENSG00000002330,6,8,5,6,2,2,6,0
ENSG00000151929,282,229,167,255,204,258,211,274
ENSG00000204463,373,344,306,368,205,322,226,257
ENSG00000030110,4,5,4,1,6,9,8,6
ENSG00000095739,1543,1524,1274,1785,1120,1509,1147,1407
