Geneid,SRR21043275,SRR21043514,SRR21043597,SRR21043935,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,1,2,0,3,0,0
ENSG00000127837,175,180,188,216,110,122,128,157
ENSG00000090861,359,263,392,404,167,265,185,246
ENSG00000275700,37,33,78,46,23,29,30,23
ENSG00000085563,7,6,10,2,6,8,3,3
ENSG00000023839,57,69,81,51,44,47,38,58
ENSG00000114770,591,504,895,752,361,546,408,498
ENSG00000164163,41,51,57,41,23,61,28,41
ENSG00000204574,372,295,379,402,241,325,233,283
ENSG00000161204,12,23,28,11,12,11,8,5
ENSG00000160179,3,3,1,4,1,4,6,1
ENSG00000108846,13,13,16,17,10,17,7,17
ENSG00000118777,203,198,281,276,120,202,131,170
ENSG00000163686,19,13,16,11,13,4,7,13
ENSG00000097007,11,18,14,10,10,13,9,8
ENSG00000115361,0,0,1,1,0,0,0,1
ENSG00000120437,68,73,44,68,44,60,29,32
ENSG00000182827,116,82,90,122,65,85,52,75
ENSG00000102977,14,19,25,17,8,11,7,14
ENSG00000159640,6,3,11,7,3,8,6,7
ENSG00000087085,35,36,38,50,22,18,23,21
ENSG00000131473,127,150,97,160,144,137,141,135
ENSG00000123130,0,5,1,2,0,4,1,1
ENSG00000151726,94,92,70,106,74,121,65,70
ENSG00000075624,864,723,842,900,657,858,808,759
ENSG00000266920,0,0,0,0,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,226,217,203,232,164,203,171,196
ENSG00000137845,224,188,332,284,205,212,140,226
ENSG00000114948,1,1,1,0,1,3,3,1
ENSG00000087116,0,1,0,0,0,0,0,0
ENSG00000197381,368,296,407,407,257,338,267,329
ENSG00000065457,13,9,10,5,8,7,13,12
ENSG00000163050,38,42,49,43,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,7,7,12,15,2,4,8,7
ENSG00000187758,0,0,0,0,0,0,0,0
ENSG00000182551,188,198,182,187,142,200,166,176
ENSG00000156110,501,346,520,547,317,449,317,428
ENSG00000148926,9,9,18,15,8,17,13,7
ENSG00000181915,149,151,180,189,116,172,97,126
ENSG00000163485,9,7,2,5,1,2,4,3
ENSG00000128271,1,6,1,1,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,3,0,0,2,1,2,3,2
ENSG00000173020,74,62,64,96,45,52,52,62
ENSG00000239900,1,2,1,0,0,1,2,0
ENSG00000169129,2,5,0,4,3,6,2,3
ENSG00000183077,33,22,37,40,21,28,15,18
ENSG00000081051,0,0,0,0,0,0,0,0
ENSG00000162688,43,45,46,54,26,41,35,47
ENSG00000169692,119,120,122,153,77,95,72,90
ENSG00000138678,19,10,16,15,14,17,7,12
ENSG00000188157,959,782,1165,1246,846,1082,729,880
ENSG00000135744,0,0,2,2,0,0,0,0
ENSG00000144891,1,1,1,0,0,2,0,1
ENSG00000177674,30,32,28,30,32,34,21,28
ENSG00000156709,197,193,254,239,144,214,139,162
ENSG00000163568,0,0,0,0,0,0,0,0
ENSG00000197976,48,52,44,45,28,40,32,38
ENSG00000105127,277,228,414,339,196,304,181,232
