Geneid,SRR21043243,SRR21043482,SRR21043639,SRR21043911,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,2,0,2,0,3,0,0
ENSG00000127837,152,205,189,173,110,122,128,157
ENSG00000090861,374,406,374,398,167,265,185,246
ENSG00000275700,47,57,64,52,23,29,30,23
ENSG00000085563,4,13,12,9,6,8,3,3
ENSG00000023839,76,63,60,78,44,47,38,58
ENSG00000114770,763,840,672,751,361,546,408,498
ENSG00000164163,33,46,43,32,23,61,28,41
ENSG00000204574,354,439,373,396,241,325,233,283
ENSG00000161204,17,14,13,20,12,11,8,5
ENSG00000160179,1,4,0,0,1,4,6,1
ENSG00000108846,19,25,18,30,10,17,7,17
ENSG00000118777,199,231,214,246,120,202,131,170
ENSG00000163686,7,12,16,7,13,4,7,13
ENSG00000097007,6,20,16,15,10,13,9,8
ENSG00000115361,1,1,0,0,0,0,0,1
ENSG00000120437,43,97,79,83,44,60,29,32
ENSG00000182827,111,139,86,122,65,85,52,75
ENSG00000102977,17,10,15,22,8,11,7,14
ENSG00000159640,7,11,5,7,3,8,6,7
ENSG00000087085,40,35,42,58,22,18,23,21
ENSG00000131473,93,173,137,143,144,137,141,135
ENSG00000123130,2,5,0,4,0,4,1,1
ENSG00000151726,79,100,86,101,74,121,65,70
ENSG00000075624,545,961,756,925,657,858,808,759
ENSG00000266920,0,1,2,0,0,2,0,2
ENSG00000077522,0,0,0,0,0,0,2,0
ENSG00000131966,162,256,198,194,164,203,171,196
ENSG00000137845,301,286,251,290,205,212,140,226
ENSG00000114948,1,0,0,1,1,3,3,1
ENSG00000087116,0,0,0,0,0,0,0,0
ENSG00000197381,352,459,377,393,257,338,267,329
ENSG00000065457,14,16,12,6,8,7,13,12
ENSG00000163050,28,43,36,56,25,33,34,31
ENSG00000155897,0,0,0,0,0,0,0,0
ENSG00000162104,10,11,8,11,2,4,8,7
ENSG00000187758,0,1,0,2,0,0,0,0
ENSG00000182551,136,248,171,202,142,200,166,176
ENSG00000156110,529,561,496,610,317,449,317,428
ENSG00000148926,12,11,10,14,8,17,13,7
ENSG00000181915,135,170,139,175,116,172,97,126
ENSG00000163485,7,7,5,3,1,2,4,3
ENSG00000128271,1,1,4,2,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
ENSG00000169252,2,1,2,3,1,2,3,2
ENSG00000173020,66,102,79,90,45,52,52,62
ENSG00000239900,3,3,0,2,0,1,2,0
ENSG00000169129,3,2,4,3,3,6,2,3
ENSG00000183077,20,32,42,30,21,28,15,18
ENSG00000081051,0,1,0,0,0,0,0,0
ENSG00000162688,43,63,73,68,26,41,35,47
ENSG00000169692,122,184,132,131,77,95,72,90
ENSG00000138678,25,13,14,23,14,17,7,12
