Geneid,SRR21043385,SRR21043739,SRR21043787,SRR21043873,SRR21043816,SRR21043814,SRR21043817,SRR21043815
ENSG00000175899,0,0,0,0,0,3,0,0
ENSG00000127837,180,198,135,150,110,122,128,157
ENSG00000090861,390,461,299,247,167,265,185,246
ENSG00000275700,21,41,27,8,23,29,30,23
ENSG00000085563,3,0,1,0,6,8,3,3
ENSG00000023839,10,7,5,4,44,47,38,58
ENSG00000114770,71,97,61,69,361,546,408,498
ENSG00000164163,89,71,54,33,23,61,28,41
ENSG00000204574,466,359,292,277,241,325,233,283
ENSG00000161204,6,11,6,9,12,11,8,5
ENSG00000160179,0,0,2,0,1,4,6,1
ENSG00000108846,25,32,22,19,10,17,7,17
ENSG00000118777,26,28,8,27,120,202,131,170
ENSG00000163686,11,7,17,7,13,4,7,13
ENSG00000097007,13,6,11,13,10,13,9,8
ENSG00000115361,0,0,0,0,0,0,0,1
ENSG00000120437,25,28,21,16,44,60,29,32
ENSG00000182827,125,180,126,101,65,85,52,75
ENSG00000102977,41,22,31,7,8,11,7,14
ENSG00000159640,3,4,6,2,3,8,6,7
ENSG00000087085,77,69,56,51,22,18,23,21
ENSG00000131473,33,18,32,18,144,137,141,135
ENSG00000123130,4,2,3,9,0,4,1,1
ENSG00000151726,100,63,66,51,74,121,65,70
ENSG00000075624,448,312,287,238,657,858,808,759
ENSG00000266920,1,0,0,0,0,2,0,2
ENSG00000077522,0,0,0,1,0,0,2,0
ENSG00000131966,165,119,113,80,164,203,171,196
ENSG00000137845,101,150,110,70,205,212,140,226
ENSG00000114948,2,0,1,0,1,3,3,1
ENSG00000087116,0,0,0,2,0,0,0,0
ENSG00000197381,125,90,71,81,257,338,267,329
ENSG00000065457,14,6,3,3,8,7,13,12
ENSG00000163050,27,13,11,11,25,33,34,31
ENSG00000155897,0,0,1,0,0,0,0,0
ENSG00000162104,3,4,8,1,2,4,8,7
ENSG00000187758,0,0,0,1,0,0,0,0
ENSG00000182551,91,71,39,58,142,200,166,176
ENSG00000156110,469,445,333,241,317,449,317,428
ENSG00000148926,110,74,89,73,8,17,13,7
ENSG00000181915,117,123,85,76,116,172,97,126
ENSG00000163485,0,0,3,0,1,2,4,3
ENSG00000128271,0,1,1,4,1,0,4,3
ENSG00000120907,0,0,0,0,0,0,0,2
